date,등락,등락지표,등락분류,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,환율,유가종가,유가오픈,유가고가,유가저가,유가변동률,한국은행기준금리,연준기준금리,한미기준금리차이,반도체수출금액지수,삼성종가,SOX종가,SOX변동률,BTC종가,BTC변동률,종가코스피,고가코스피,저가코스피,거래량코스피,코스피변동
2011-10-21,1,1,2,23200,2150,10.21,21600,23200,21250,17938542,4.05E+11,1.37E+13,592171582,1139.5,87.4,86.5,88.89,85.95,2.46,3.25,0.25,-3,84.42,917000,372.1,2.26,2.6,9.36,"1,838.38","1,843.51","1,809.42",355.18M,1.84
2011-10-24,1,1,1,23900,700,3.02,23250,24150,22850,12451097,2.96E+11,1.42E+13,592171582,1149.5,91.27,87.05,91.88,87,4.43,3.25,0.25,-3,84.42,941000,384.65,3.37,2.5,-19.56,"1,898.32","1,898.32","1,858.23",373.90M,3.26
2011-10-25,0,-1,-1,23650,-250,-1.05,24050,24200,23600,5652614,1.35E+11,1.4E+13,592171582,1137.7,93.17,91.69,94.65,91.1,2.08,3.25,0.25,-3,84.42,945000,377.46,-1.87,2.8,8.63,"1,888.65","1,905.78","1,883.68",354.77M,-0.51
2011-10-26,1,1,1,24150,500,2.11,23400,24150,23300,5774628,1.38E+11,1.43E+13,592171582,1127.9,90.2,92.59,93.92,90,-3.19,3.25,0.25,-3,84.42,934000,379.48,0.54,2.8,0,"1,894.31","1,896.02","1,864.99",384.79M,0.3
2011-10-27,0,-1,-1,23800,-350,-1.45,23800,24300,23400,9196704,2.19E+11,1.41E+13,592171582,1130.4,93.96,90.98,94.25,90.74,4.17,3.25,0.25,-3,84.42,924000,395.74,4.28,3,9.75,"1,922.04","1,923.98","1,891.23",418.28M,1.46
2011-10-28,0,-1,-1,22900,-900,-3.78,24200,24450,22850,11200673,2.64E+11,1.36E+13,592171582,1124.5,93.32,93.93,93.93,92.01,-0.68,3.25,0.25,-3,84.42,945000,396.33,0.15,3.2,4.93,"1,929.48","1,963.74","1,920.81",508.76M,0.39
2011-10-31,0,-1,-1,22850,-50,-0.22,22950,23550,22800,5395050,1.24E+11,1.35E+13,592171582,1104.5,93.19,93.53,93.8,91.36,-0.14,3.25,0.25,-3,84.42,968000,386.49,-2.48,3.3,0,"1,909.03","1,941.32","1,902.04",393.70M,-1.06
2011-11-01,1,1,1,23900,1050,4.6,22500,24150,22500,10593299,2.51E+11,1.42E+13,592171582,1105.2,92.19,92.58,92.88,89.17,-1.07,3.25,0.25,-3,79.13,990000,374.05,-3.22,3.2,-3.08,"1,909.63","1,925.08","1,891.22",353.63M,0.03
2011-11-02,1,1,1,24000,100,0.42,23400,24200,23200,8021546,1.91E+11,1.42E+13,592171582,1113.9,92.51,91.6,93.79,90.97,0.35,3.25,0.25,-3,79.13,971000,375.88,0.49,3.3,3.17,"1,898.01","1,899.35","1,859.83",389.59M,-0.61
2011-11-03,0,-1,-1,23300,-700,-2.92,24100,24100,23250,5682575,1.35E+11,1.38E+13,592171582,1126.2,94.07,92.99,94.61,90.87,1.69,3.25,0.25,-3,79.13,967000,387.15,3,3.2,-3.08,"1,869.96","1,895.14","1,863.57",436.42M,-1.48
2011-11-04,1,1,2,24850,1550,6.65,24000,24850,23900,9642217,2.37E+11,1.47E+13,592171582,1131.5,94.26,94.24,94.93,92.87,0.2,3.25,0.25,-3,79.13,1005000,391.48,1.12,3.1,0,"1,928.41","1,929.01","1,906.33",466.60M,3.13
2011-11-07,0,-1,-1,24100,-750,-3.02,24900,24950,23900,8088193,1.97E+11,1.43E+13,592171582,1112.6,95.52,94.4,96.11,93.23,1.34,3.25,0.25,-3,79.13,993000,390.87,-0.16,3,0,"1,919.10","1,932.95","1,915.38",349.70M,-0.48
2011-11-08,0,-1,-1,23000,-1100,-4.56,24050,24100,23000,12005275,2.8E+11,1.36E+13,592171582,1115,96.8,95.87,97.08,95.23,1.34,3.25,0.25,-3,79.13,970000,393.22,0.6,3,0,"1,903.14","1,928.07","1,900.09",403.21M,-0.83
2011-11-09,0,-1,-1,22050,-950,-4.13,22400,23050,21800,22772116,5.05E+11,1.31E+13,592171582,1116.3,95.74,96.81,97.84,94.54,-1.1,3.25,0.25,-3,79.13,985000,375.04,-4.62,3,-2.96,"1,907.53","1,929.65","1,897.47",434.62M,0.23
2011-11-10,0,-1,-1,21500,-550,-2.49,21200,22550,20650,23467154,5.05E+11,1.27E+13,592171582,1115.7,97.78,95.75,98.35,95.2,2.13,3.25,0.25,-3,79.13,935000,378.23,0.85,2.8,-3.73,"1,813.25","1,862.27","1,813.25",401.93M,-4.94
2011-11-11,1,1,1,21550,50,0.23,22350,22600,21550,14421635,3.17E+11,1.28E+13,592171582,1134.3,98.99,97.51,99.4,97.35,1.24,3.25,0.25,-3,79.13,983000,391.6,3.53,3.1,8.45,"1,863.45","1,863.46","1,823.87",296.91M,2.77
2011-11-14,1,1,1,22300,750,3.48,22100,22900,22000,10805252,2.43E+11,1.32E+13,592171582,1127.3,98.14,99.3,99.69,97.19,-0.86,3.25,0.25,-3,79.13,996000,386.56,-1.29,2.2,-26,"1,902.81","1,907.62","1,889.33",327.27M,2.11
2011-11-15,0,-1,-1,22050,-250,-1.12,22200,22700,22000,7045165,1.57E+11,1.31E+13,592171582,1120.6,99.37,98.04,99.84,97.51,1.25,3.25,0.25,-3,79.13,996000,392.23,1.47,2.3,4.95,"1,886.12","1,900.58","1,878.42",361.43M,-0.88
2011-11-16,1,1,1,22350,300,1.36,22250,22950,22100,9867606,2.22E+11,1.32E+13,592171582,1126.2,102.59,99.32,102.89,98.39,3.24,3.25,0.25,-3,79.13,975000,389.92,-0.59,2.6,9.87,"1,856.07","1,911.33","1,853.13",407.76M,-1.59
2011-11-17,1,1,1,23200,850,3.8,23400,23600,22700,13550780,3.12E+11,1.37E+13,592171582,1134.5,98.82,101.76,103.37,98.28,-3.67,3.25,0.25,-3,79.13,980000,374.35,-3.99,2.3,-12.11,"1,876.67","1,876.88","1,835.73",353.14M,1.11
2011-11-18,1,1,1,23300,100,0.43,22800,23400,22700,7377636,1.7E+11,1.38E+13,592171582,1137.6,97.41,98.61,100.15,96.64,-1.43,3.25,0.25,-3,79.13,963000,371.25,-0.83,2,-8.89,"1,839.17","1,850.04","1,832.17",337.05M,-2
2011-11-21,0,-1,-1,22900,-400,-1.72,23050,23150,22600,5390048,1.23E+11,1.36E+13,592171582,1136.4,96.92,97.54,97.86,95.24,-0.5,3.25,0.25,-3,79.13,950000,364.2,-1.9,2.3,4.09,"1,820.03","1,833.90","1,811.69",299.74M,-1.04
2011-11-22,1,1,1,23250,350,1.53,22650,23350,22600,5995517,1.38E+11,1.38E+13,592171582,1139.6,98.01,97.2,98.7,96.55,1.12,3.25,0.25,-3,79.13,963000,359.66,-1.25,2.3,0,"1,826.28","1,830.84","1,797.93",271.10M,0.34
2011-11-23,0,-1,-2,21850,-1400,-6.02,23150,23200,21800,10010655,2.23E+11,1.29E+13,592171582,1146.6,96.17,97.79,97.87,95.35,-1.88,3.25,0.25,-3,79.13,935000,348.17,-3.19,2.3,0,"1,783.10","1,820.86","1,780.24",411.24M,-2.36
2011-11-24,1,1,1,22150,300,1.37,21700,22400,21200,6265997,1.37E+11,1.31E+13,592171582,1149.2,96.47,96.79,97.71,95.17,-0.63,3.25,0.25,-3,79.13,943000,346.155,-2.18,2.4,4.29,"1,795.06","1,800.01","1,769.43",280.37M,0.67
2011-11-25,0,-1,-1,21750,-400,-1.81,22000,22300,21550,4433721,97153628000,1.29E+13,592171582,1157.1,96.77,95.79,97.55,94.99,0.62,3.25,0.25,-3,79.13,947000,344.14,-1.16,2.5,3.29,"1,776.40","1,790.81","1,766.73",306.41M,-1.04
2011-11-28,1,1,2,23300,1550,7.13,22400,23300,22200,9848049,2.26E+11,1.38E+13,592171582,1159.9,98.21,97.5,100.74,97.13,1.49,3.25,0.25,-3,79.13,978000,355.17,3.21,2.5,2.82,"1,815.28","1,816.65","1,795.39",277.68M,2.19
2011-11-29,1,1,1,23400,100,0.43,23300,23550,22950,10290437,2.4E+11,1.39E+13,592171582,1154.9,99.79,97.75,100.15,97.23,1.61,3.25,0.25,-3,79.13,1005000,352.62,-0.72,2.8,7.84,"1,856.52","1,856.76","1,823.93",329.52M,2.27
2011-11-30,0,-1,-1,22950,-450,-1.92,23200,23400,22900,5239801,1.21E+11,1.36E+13,592171582,1150.3,100.36,99.48,101.75,98.92,0.57,3.25,0.25,-3,79.13,1004000,373.32,5.87,3,8,"1,847.51","1,858.10","1,838.70",334.55M,-0.49
2011-12-01,1,1,1,23450,500,2.18,23950,24050,23350,9146677,2.17E+11,1.39E+13,592171582,1140.6,100.2,100.51,101.17,98.87,-0.16,3.25,0.25,-3,72.25,1074000,375.31,0.53,3.1,3.03,"1,916.18","1,926.33","1,908.33",500.46M,3.72
2011-12-02,0,-1,-1,23100,-350,-1.49,23300,23600,22850,6314973,1.46E+11,1.37E+13,592171582,1127.2,100.96,100,101.56,99.76,0.76,3.25,0.25,-3,72.25,1050000,374.57,-0.2,3.1,1.96,"1,916.04","1,920.64","1,905.69",389.33M,-0.01
2011-12-05,1,1,1,23250,150,0.65,23200,23350,22750,4785846,1.1E+11,1.38E+13,592171582,1127.7,100.99,101.23,102.44,100.24,0.03,3.25,0.25,-3,72.25,1066000,378.12,0.95,2.9,1.77,"1,922.90","1,929.18","1,911.61",330.24M,0.36
2011-12-06,0,-1,-1,22750,-500,-2.15,23100,23150,22700,3593535,82170877650,1.35E+13,592171582,1130.3,101.28,100.45,101.42,100.2,0.29,3.25,0.25,-3,72.25,1044000,377.41,-0.19,3,5.21,"1,902.82","1,920.70","1,892.01",383.43M,-1.04
2011-12-07,0,-1,-1,22400,-350,-1.54,22850,22950,22200,8899221,2E+11,1.33E+13,592171582,1131.2,100.49,101.11,101.94,99.67,-0.78,3.25,0.25,-3,72.25,1056000,381.85,1.18,3,0,"1,919.42","1,921.52","1,904.52",402.80M,0.87
2011-12-08,0,-1,-1,22050,-350,-1.56,22400,22400,21800,6537903,1.44E+11,1.31E+13,592171582,1126.8,98.34,100.84,101.73,97.71,-2.14,3.25,0.25,-3,72.25,1064000,371.13,-2.81,3,0,"1,912.39","1,925.56","1,898.34",426.92M,-0.37
2011-12-09,0,-1,-1,21400,-650,-2.95,21700,21700,21300,6988929,1.5E+11,1.27E+13,592171582,1130.9,99.41,98.08,99.91,97.36,1.09,3.25,0.25,-3,72.25,1053000,375.67,1.22,3,0,"1,874.75","1,894.59","1,872.67",372.81M,-1.97
2011-12-12,1,1,1,22250,850,3.97,21800,22400,21650,6319715,1.39E+11,1.32E+13,592171582,1142.3,97.77,99.58,99.68,97.54,-1.65,3.25,0.25,-3,72.25,1084000,365.15,-2.8,3.1,-3.38,"1,899.76","1,903.19","1,890.18",409.62M,1.33
2011-12-13,1,1,1,22650,400,1.8,22000,23000,21650,9293904,2.08E+11,1.34E+13,592171582,1145,100.14,97.85,101.25,97.64,2.42,3.25,0.25,-3,72.25,1050000,356.53,-2.36,3.3,3.5,"1,864.06","1,880.40","1,863.77",450.08M,-1.88
2011-12-14,1,1,1,22850,200,0.88,22800,23100,22550,6515855,1.49E+11,1.35E+13,592171582,1155.4,94.95,100.33,100.33,94.21,-5.18,3.25,0.25,-3,72.25,1040000,350.73,-1.63,3.2,-3.08,"1,857.75","1,864.79","1,851.89",401.93M,-0.34
2011-12-15,0,-1,-1,22750,-100,-0.44,22600,23150,22400,6873946,1.57E+11,1.35E+13,592171582,1158.5,93.87,94.89,95.99,93.31,-1.14,3.25,0.25,-3,72.25,1015000,350.04,-0.2,3.2,0,"1,819.11","1,840.94","1,817.61",409.62M,-2.08
2011-12-16,0,-1,-1,22150,-600,-2.64,23000,23000,21900,6809614,1.52E+11,1.31E+13,592171582,1161.4,93.53,93.42,94.79,92.52,-0.36,3.25,0.25,-3,72.25,1045000,352.86,0.81,3.2,0,"1,839.96","1,842.94","1,823.68",489.95M,1.15
2011-12-19,0,-1,-2,20850,-1300,-5.87,21800,21950,19750,9392801,1.98E+11,1.23E+13,592171582,1156.5,93.88,93.76,94.42,92.54,0.37,3.25,0.25,-3,72.25,1007000,343.36,-2.69,3.5,10.34,"1,776.93","1,829.49","1,750.60",684.31M,-3.43
2011-12-20,0,-1,-1,20750,-100,-0.48,21000,21250,20450,5391267,1.12E+11,1.23E+13,592171582,1169.5,97.22,94.14,97.45,94.14,3.56,3.25,0.25,-3,72.25,1012000,358.73,4.48,4,12.22,"1,793.06","1,797.59","1,780.10",389.77M,0.91
2011-12-21,1,1,1,21350,600,2.89,21400,21500,21200,5626938,1.2E+11,1.26E+13,592171582,1167.1,98.67,97.53,99.25,96.8,1.49,3.25,0.25,-3,72.25,1057000,354.45,-1.19,3.9,-1.52,"1,848.41","1,850.67","1,831.26",516.91M,3.09
2011-12-22,0,-1,-1,21150,-200,-0.94,21100,21350,20800,5151591,1.08E+11,1.25E+13,592171582,1150.9,99.53,99.03,100.05,98.51,0.87,3.25,0.25,-3,72.25,1052000,366.81,3.49,3.9,0,"1,847.49","1,847.49","1,835.91",406.42M,-0.05
2011-12-23,1,1,1,21700,550,2.6,21850,22100,21650,6167013,1.35E+11,1.29E+13,592171582,1156.2,99.68,99.48,100.23,99.24,0.15,3.25,0.25,-3,72.25,1068000,368.6,0.49,4,1.54,"1,867.22","1,872.31","1,859.40",466.33M,1.07
2011-12-26,0,-1,-1,21600,-100,-0.46,21900,21900,21450,2297003,49603943750,1.28E+13,592171582,1149.4,100.51,99.7,101,99.305,0.91,3.25,0.25,-3,72.25,1066000,368.305,0.17,4,-4.74,"1,856.70","1,873.79","1,851.99",434.74M,-0.56
2011-12-27,0,-1,-1,21100,-500,-2.31,21650,21850,21100,3986592,85494714400,1.25E+13,592171582,1150,101.34,99.92,101.77,99.37,1.67,3.25,0.25,-3,72.25,1073000,368.01,-0.16,4.1,1.24,"1,842.02","1,864.71","1,813.48",529.92M,-0.79
2011-12-28,1,1,1,21150,50,0.24,21000,21300,20950,2688208,56857760100,1.25E+13,592171582,1156.4,99.36,101.25,101.71,99.11,-1.95,3.25,0.25,-3,72.25,1061000,362.59,-1.47,4.2,2.95,"1,825.12","1,833.26","1,817.97",378.66M,-0.92
2011-12-29,1,1,1,21950,800,3.78,21000,22000,20950,5006606,1.09E+11,1.3E+13,592171582,1157.4,99.65,99.59,99.92,98.3,0.29,3.25,0.25,-3,72.25,1058000,365.93,0.92,4.2,0,"1,825.74","1,835.19","1,806.88",344.65M,0.03
2012-01-02,1,1,2,23450,1500,6.83,22700,23500,22600,12170153,2.82E+11,1.39E+13,592171582,1153.3,101.305,99.645,101.55,98.975,2.235,3.25,0.25,-3,72.25,1080000,367.265,1.03,5.2,-0.95,"1,826.37","1,837.81","1,814.55",323.36M,0.03
2012-01-03,1,1,1,23650,200,0.85,23700,23850,23350,7239708,1.71E+11,1.4E+13,592171582,1155.5,102.96,99.7,103.18,99.65,4.18,3.25,0.25,-3,72.25,1105000,368.6,1.14,4.9,-6.51,"1,875.41","1,875.41","1,846.56",443.47M,2.69
2012-01-04,1,1,1,23850,200,0.85,23850,24350,23650,9643808,2.31E+11,1.41E+13,592171582,1150.9,103.22,102.99,103.74,101.88,0.25,3.25,0.25,-3,72.25,1080000,368.66,0.02,5.6,14.14,"1,866.22","1,884.69","1,866.22",494.50M,-0.49
2012-01-05,1,1,1,24000,150,0.63,23900,24550,23700,5948158,1.44E+11,1.42E+13,592171582,1147.4,101.81,103.29,103.73,101.3,-1.37,3.25,0.25,-3,72.25,1055000,374.17,1.49,6.9,24.78,"1,863.74","1,875.97","1,860.57",533.77M,-0.13
2012-01-06,1,1,1,24400,400,1.67,24450,24550,24050,7633067,1.86E+11,1.44E+13,592171582,1150.3,101.56,101.35,102.8,100.88,-0.25,3.25,0.25,-3,72.25,1040000,375.22,0.28,6.7,-3.6,"1,843.14","1,867.12","1,824.29",472.68M,-1.11
2012-01-09,0,-1,-1,23850,-550,-2.25,24550,24600,23800,5191657,1.25E+11,1.41E+13,592171582,1158.4,101.31,101.92,102.15,100.1,-0.25,3.25,0.25,-3,72.25,1016000,382.59,1.96,6.3,-10.97,"1,826.49","1,832.04","1,810.48",395.51M,-0.9
2012-01-10,1,1,1,24350,500,2.1,24050,24350,23850,4596542,1.11E+11,1.44E+13,592171582,1164.3,102.24,101.3,103.41,101.3,0.92,3.25,0.25,-3,72.25,1026000,386.28,0.96,6.4,0,"1,853.22","1,859.55","1,840.47",388.64M,1.46
2012-01-11,0,-1,-1,24250,-100,-0.41,24400,24700,24100,4747105,1.16E+11,1.44E+13,592171582,1156.2,100.87,102.2,102.46,100.55,-1.34,3.25,0.25,-3,72.25,1021000,387.89,0.42,6.9,8.49,"1,845.55","1,857.82","1,843.12",447.96M,-0.41
2012-01-12,0,-1,-1,24150,-100,-0.41,24200,24350,23850,3566256,85841315300,1.43E+13,592171582,1159.4,99.1,101,102.98,98.5,-1.75,3.25,0.25,-3,72.25,1028000,391.75,1,6.8,-1.45,"1,864.57","1,864.57","1,837.96",476.34M,1.03
2012-01-13,1,1,1,25150,1000,4.14,24350,25150,24300,7993006,1.99E+11,1.49E+13,592171582,1158.8,98.7,99.2,100.19,97.7,-0.4,3.25,0.25,-3,72.25,1046000,383.47,-2.11,6.4,-5.74,"1,875.68","1,881.84","1,861.53",475.03M,0.6
2012-01-16,1,1,1,25400,250,0.99,25050,25600,24900,6341825,1.6E+11,1.5E+13,592171582,1150.6,99.705,99.075,100.6,98.15,0.82,3.25,0.25,-3,72.25,1030000,384.345,-0.83,6.7,-4.57,"1,859.27","1,863.32","1,843.86",391.92M,-0.87
2012-01-17,1,1,1,25550,150,0.59,25650,25800,25200,5982819,1.52E+11,1.51E+13,592171582,1154,100.71,98.95,101.01,98.6,2.04,3.25,0.25,-3,72.25,1036000,385.22,0.46,5.6,-16.17,"1,892.74","1,892.76","1,878.16",431.99M,1.8
2012-01-18,0,-1,-1,25250,-300,-1.17,25500,25800,25050,4764455,1.21E+11,1.5E+13,592171582,1147,100.59,100.91,102.06,99.84,-0.12,3.25,0.25,-3,72.25,1030000,404.6,5.03,5.9,5.71,"1,892.39","1,898.70","1,884.33",428.00M,-0.02
2012-01-19,1,1,1,26300,1050,4.16,25800,26500,25600,8987450,2.35E+11,1.56E+13,592171582,1143.1,100.39,101.14,102.06,99.98,-0.2,3.25,0.25,-3,72.25,1072000,412.11,1.86,6.4,7.43,"1,914.97","1,914.98","1,902.02",374.37M,1.19
2012-01-20,1,1,1,26950,650,2.47,26600,27150,26200,8726770,2.33E+11,1.6E+13,592171582,1136.4,98.46,100.39,100.74,97.91,-1.92,3.25,0.25,-3,72.25,1105000,414.34,0.54,6.5,2.04,"1,949.89","1,952.09","1,922.13",404.78M,1.82
2012-01-25,1,1,1,27450,500,1.86,27000,28000,26900,8693588,2.39E+11,1.63E+13,592171582,1134.7,99.4,99.2,100.4,97.53,0.45,3.25,0.25,-3,72.25,1114000,416.45,0.46,5.8,-8.59,"1,952.23","1,973.35","1,945.14",375.93M,0.12
2012-01-26,0,-1,-1,27050,-400,-1.46,27450,27450,26650,9028099,2.43E+11,1.6E+13,592171582,1126.3,99.7,99.96,101.39,99.23,0.3,3.25,0.25,-3,72.25,1113000,411.94,-1.08,5.3,-7.13,"1,957.18","1,962.71","1,949.51",408.02M,0.25
2012-01-27,0,-1,-1,26000,-1050,-3.88,26850,27000,25900,12062057,3.16E+11,1.54E+13,592171582,1121.6,99.56,99.93,100.63,99.13,-0.14,3.25,0.25,-3,72.25,1125000,413.34,0.34,5.3,-0.94,"1,964.83","1,966.20","1,949.46",448.92M,0.39
2012-01-30,1,1,1,26250,250,0.96,25900,26750,25850,7982762,2.1E+11,1.55E+13,592171582,1123.8,98.78,100,100.05,98.43,-0.78,3.25,0.25,-3,72.25,1115000,408.74,-1.11,5.5,2.04,"1,940.55","1,961.60","1,936.14",411.70M,-1.24
2012-01-31,1,1,1,26850,600,2.29,26350,27100,26200,6048223,1.62E+11,1.59E+13,592171582,1125,98.48,98.88,101.29,97.86,-0.3,3.25,0.25,-3,72.25,1107000,408.94,0.05,5.5,0,"1,955.79","1,960.44","1,936.68",469.19M,0.79
2012-02-01,1,1,1,27200,350,1.3,26850,27200,26600,5595741,1.51E+11,1.61E+13,592171582,1125.8,97.61,98.38,99.49,97.11,-0.88,3.25,0.25,-3,73.73,1079000,418.74,2.4,6.1,10.95,"1,959.24","1,969.80","1,947.46",501.06M,0.18
2012-02-02,1,1,1,27300,100,0.37,27750,27750,26100,15281596,4.14E+11,1.62E+13,592171582,1126.4,96.36,97.11,97.99,95.44,-1.28,3.25,0.25,-3,73.73,1080000,420.56,0.43,6.1,0,"1,984.30","1,993.88","1,977.32",641.05M,1.28
2012-02-03,0,-1,-1,26300,-1000,-3.66,26700,27200,26200,11299302,2.99E+11,1.56E+13,592171582,1118.5,97.84,96.61,98.03,96.01,1.54,3.25,0.25,-3,73.73,1066000,427.99,1.77,6,-2.3,"1,972.34","1,982.62","1,961.95",535.88M,-0.6
2012-02-06,0,-1,-1,26100,-200,-0.76,26550,26550,25900,7061764,1.85E+11,1.55E+13,592171582,1118.9,96.91,97.74,97.75,96.38,-0.95,3.25,0.25,-3,73.73,1074000,421.87,-1.43,5.4,-4.22,"1,973.13","1,996.05","1,964.77",523.22M,0.04
2012-02-07,0,-1,-1,25400,-700,-2.68,26000,26250,25200,9405339,2.4E+11,1.5E+13,592171582,1119.9,98.41,97.13,99.13,95.84,1.55,3.25,0.25,-3,73.73,1093000,422.3,0.1,5.7,4.4,"1,981.59","1,983.82","1,971.33",539.41M,0.43
2012-02-08,1,1,1,26500,1100,4.33,25700,26600,25250,8751100,2.28E+11,1.57E+13,592171582,1121.5,98.71,98.77,100.09,98.1,0.3,3.25,0.25,-3,73.73,1092000,427.59,1.25,5.6,-1.58,"2,003.73","2,003.73","1,982.99",587.91M,1.12
2012-02-09,1,1,1,27050,550,2.08,26450,27150,26300,7705120,2.07E+11,1.6E+13,592172353,1116.7,99.84,99.1,100.18,98.66,1.14,3.25,0.25,-3,73.73,1084000,428.98,0.33,5.8,4.11,"2,014.62","2,014.62","1,978.51",557.64M,0.54
2012-02-10,0,-1,-1,27000,-50,-0.18,27000,27300,26750,5751848,1.56E+11,1.6E+13,592172353,1118.1,98.67,99.89,99.89,97.32,-1.17,3.25,0.25,-3,73.73,1062000,420.15,-2.06,5.9,1.37,"1,993.71","2,011.52","1,986.96",696.74M,-1.04
2012-02-13,0,-1,-1,26850,-150,-0.56,27300,27400,26700,4941208,1.33E+11,1.59E+13,592172353,1121.2,100.91,99.33,100.87,99.09,2.27,3.25,0.25,-3,73.73,1083000,421.73,0.38,5.3,-4.54,"2,005.74","2,010.66","1,991.28",452.79M,0.6
2012-02-14,1,1,1,27550,700,2.61,26850,27550,26650,6615913,1.8E+11,1.63E+13,592172353,1123.2,100.74,100.73,101.84,100.28,-0.17,3.25,0.25,-3,73.73,1080000,423.46,0.41,4.5,-15.21,"2,002.64","2,008.65","1,995.60",515.88M,-0.15
2012-02-15,1,1,2,29000,1450,5.26,29150,29450,28600,20697390,6.01E+11,1.72E+13,592172374,1123.6,101.8,100.9,102.54,100.61,1.05,3.25,0.25,-3,73.73,1135000,425.48,0.48,4.3,-2.91,"2,025.32","2,026.75","2,009.68",681.47M,1.13
2012-02-16,0,-1,-1,28700,-300,-1.03,28800,29400,28600,9961359,2.88E+11,1.7E+13,592172374,1123.1,102.31,101.9,102.69,100.84,0.5,3.25,0.25,-3,73.73,1135000,435.88,2.44,4.3,-1.39,"1,997.45","2,012.44","1,995.99",696.69M,-1.38
2012-02-17,1,1,1,28850,150,0.52,29250,29550,28700,8465777,2.46E+11,1.71E+13,592172374,1127.8,103.24,102.35,104.14,102.25,0.91,3.25,0.25,-3,73.73,1176000,432.04,-0.88,4.4,3.28,"2,023.47","2,031.40","2,019.79",731.09M,1.3
2012-02-20,0,-1,-1,28300,-550,-1.91,29050,29100,28200,5753690,1.64E+11,1.68E+13,592172374,1124.4,104.54,103.5,105.105,103.255,1.715,3.25,0.25,-3,73.73,1175000,429.02,-1.14,4.4,0,"2,024.90","2,047.43","2,024.59",733.92M,0.07
2012-02-21,0,0,0,28300,0,0,28200,29000,28100,5840835,1.66E+11,1.68E+13,592172374,1122.7,105.84,104.65,106.07,104.26,2.52,3.25,0.25,-3,73.73,1180000,426,-1.4,4.3,-2.06,"2,024.24","2,030.46","2,007.46",709.02M,-0.03
2012-02-22,1,1,1,29000,700,2.47,28300,29000,28150,4712997,1.35E+11,1.72E+13,592172374,1124.3,106.28,106.01,106.72,105.61,0.42,3.25,0.25,-3,73.73,1197000,424.06,-0.46,4.4,3.51,"2,028.65","2,028.93","2,015.30",883.74M,0.22
2012-02-23,0,-1,-1,28850,-150,-0.52,28850,29200,28700,5192308,1.5E+11,2E+13,694022374,1126.3,107.83,105.95,108.74,105.45,1.46,3.25,0.25,-3,73.73,1160000,424.67,0.14,5,13.35,"2,007.80","2,016.46","2,001.25",690.12M,-1.03
2012-02-24,0,0,0,28850,0,0,28400,28950,27750,7997699,2.27E+11,2E+13,694022374,1128.3,109.77,108.66,109.95,107.95,1.8,3.25,0.25,-3,73.73,1180000,423.79,-0.21,5,0,"2,019.89","2,019.90","1,998.39",717.91M,0.6
2012-02-27,0,-1,-1,27950,-900,-3.12,28800,28850,27800,5153509,1.46E+11,1.94E+13,694022374,1124.7,108.56,109.67,109.77,107.27,-1.1,3.25,0.25,-3,73.73,1171000,424.25,0.11,5,0,"1,991.16","2,013.69","1,987.74",636.01M,-1.42
2012-02-28,1,1,2,29850,1900,6.8,29800,30150,29500,20808560,6.21E+11,2.07E+13,694022374,1128.4,106.55,107.95,108.79,106.3,-1.85,3.25,0.25,-3,73.73,1185000,430.99,1.59,4.9,-1.81,"2,003.69","2,006.26","1,992.66",607.93M,0.63
2012-02-29,1,1,1,30200,350,1.17,30350,30750,30100,9345314,2.84E+11,2.1E+13,694022374,1126.5,107.07,106.46,107.43,104.84,0.49,3.25,0.25,-3,73.73,1206000,424.17,-1.58,4.9,0,"2,030.25","2,033.63","2,015.38",562.64M,1.33
2012-03-02,1,1,1,30450,250,0.83,30350,30450,29700,7961280,2.4E+11,2.11E+13,694024408,1120.1,106.7,108.75,109.03,105.8,-1.97,3.25,0.25,-3,72.52,1182000,420.35,-1.04,4.7,-4.47,"2,034.63","2,046.82","2,033.50",483.19M,0.22
2012-03-05,0,-1,-1,30050,-400,-1.31,30600,30600,29900,3839128,1.16E+11,2.09E+13,694024408,1114.5,106.72,106.75,107.42,105.5,0.02,3.25,0.25,-3,72.52,1174000,409.65,-2.55,5,3.32,"2,016.06","2,030.57","2,011.50",548.01M,-0.91
2012-03-06,0,-1,-1,29400,-650,-2.16,29900,30000,29250,5967675,1.74E+11,2.04E+13,694024408,1118.4,104.7,107.11,107.34,104.51,-1.89,3.25,0.25,-3,72.52,1180000,405.95,-0.9,5,0,"2,000.36","2,023.83","1,988.86",554.73M,-0.78
2012-03-07,0,-1,-1,29100,-300,-1.02,28800,29200,28700,5359769,1.55E+11,2.02E+13,694024408,1120.3,106.16,104.93,106.55,104.35,1.39,3.25,0.25,-3,72.52,1172000,412.24,1.55,4.9,0,"1,982.15","1,987.97","1,966.69",511.29M,-0.91
2012-03-08,1,1,1,29750,650,2.23,29400,29950,29200,4741781,1.41E+11,2.06E+13,694024408,1126.4,106.58,106.24,107.2,105.84,0.4,3.25,0.25,-3,72.52,1180000,418.35,1.48,4.9,0,"2,000.76","2,004.72","1,978.79",456.09M,0.94
