date,등락 분류,종가     ,대비    ,등락률    ,시가     ,고가     ,저가     ,거래량        ,거래대금        ,시가총액     ,상장주식수      ,환율     ,유가종가        ,유가오픈        ,유가고가        ,유가저가        ,유가변동률        ,한국은행기준금리 ,연준기준금리 ,한미기준금리차이
2005-09-06,-1,22000,-1000,-4.35,23200,23500,22000,7304799,1.68E+11,9.85E+12,447772670,1024.4,65.96,66.6,67.56,65.65,-2.38,3.25,3.5,0.25
2005-09-07,-1,21700,-300,-1.36,22450,22650,21150,13926103,3.04E+11,9.72E+12,447772670,1024.3,64.37,65.83,66.5,63.9,-2.41,3.25,3.5,0.25
2005-09-08,-1,21450,-250,-1.15,21800,21900,21250,6864335,1.48E+11,9.60E+12,447772670,1024.4,64.49,64.44,65.15,63.1,0.19,3.25,3.5,0.25
2005-09-09,1,21500,50,0.23,21400,21900,21350,6679418,1.44E+11,9.63E+12,447772670,1025.7,64.08,64.67,65.35,63.55,-0.64,3.25,3.5,0.25
2005-09-12,2,22800,1300,6.05,21600,23000,21600,12663145,2.82E+11,1.02E+13,447772670,1027.3,63.34,64.15,64.41,62.55,-1.15,3.25,3.5,0.25
2005-09-13,-1,22750,-50,-0.22,22800,23150,22200,7541348,1.71E+11,1.02E+13,447772670,1024.4,63.11,63.31,63.85,62.65,-0.36,3.25,3.5,0.25
2005-09-14,2,24350,1600,7.03,22700,24400,22700,18197587,4.34E+11,1.09E+13,447772670,1026.7,65.09,63.09,65.2,63.05,3.14,3.25,3.5,0.25
2005-09-15,-1,24100,-250,-1.03,24550,25450,23800,17275723,4.26E+11,1.08E+13,447772670,1024.6,64.75,65.05,65.66,63.9,-0.52,3.25,3.5,0.25
2005-09-16,-1,24000,-100,-0.41,24150,24450,23600,6291454,1.51E+11,1.07E+13,447772670,1024.9,63,64.7,64.7,62.85,-2.7,3.25,3.5,0.25
2005-09-20,-1,23650,-350,-1.46,24600,24850,23650,9493869,2.31E+11,1.06E+13,447772670,1026.3,66.23,67.24,67.38,64.8,-1.72,3.25,3.75,0.5
2005-09-21,-1,23500,-150,-0.63,23250,24200,23150,9512287,2.25E+11,1.05E+13,447772670,1028.8,66.8,66.22,68.27,66.15,0.86,3.25,3.75,0.5
2005-09-22,1,23550,50,0.21,23500,23800,23350,6643303,1.56E+11,1.05E+13,447772670,1030.4,66.5,66.85,68.14,66.05,-0.45,3.25,3.75,0.5
2005-09-23,-1,22800,-750,-3.18,23650,24150,22800,9226563,2.17E+11,1.02E+13,447772670,1027.2,64.19,66.58,66.8,63.85,-3.47,3.25,3.75,0.5
2005-09-26,1,23800,1000,4.39,23100,23800,23100,6178728,1.45E+11,1.07E+13,447772670,1028.9,65.82,63.44,65.9,62.65,2.54,3.25,3.75,0.5
2005-09-27,1,24000,200,0.84,24150,24650,23750,7674634,1.86E+11,1.07E+13,447772670,1035.2,65.07,65.7,66.17,64.6,-1.14,3.25,3.75,0.5
2005-09-28,-1,23600,-400,-1.67,23800,24100,23200,7136340,1.68E+11,1.06E+13,447772670,1034.3,66.35,64.94,67.4,64.6,1.97,3.25,3.75,0.5
2005-09-29,1,23800,200,0.85,23600,23850,23150,5127976,1.21E+11,1.07E+13,447772670,1037.5,66.79,66.34,67.2,65.52,0.66,3.25,3.75,0.5
2005-09-30,-1,23000,-800,-3.36,24000,24050,23000,7730920,1.81E+11,1.03E+13,447772670,1038,66.24,66.79,67.03,65.3,-0.82,3.25,3.75,0.5
2005-10-04,-1,22500,-500,-2.17,23100,23350,22350,8475208,1.93E+11,1.01E+13,447772670,1040.7,63.9,65.4,65.49,63,-2.4,3.25,3.75,0.5
2005-10-05,1,23000,500,2.22,22700,23100,22550,7060851,1.62E+11,1.03E+13,447772670,1043.4,62.79,63.81,64.8,62.6,-1.74,3.25,3.75,0.5
2005-10-06,-1,22750,-250,-1.09,22900,23350,22700,7670390,1.76E+11,1.02E+13,447772670,1041,61.36,62.72,62.83,60.7,-2.28,3.25,3.75,0.5
2005-10-07,-1,22400,-350,-1.54,22600,22950,22400,4973105,1.13E+11,1.00E+13,447772670,1039.7,61.84,61.6,62.23,61.1,0.78,3.25,3.75,0.5
2005-10-10,1,22650,250,1.12,22600,22900,22400,5062397,1.15E+11,1.01E+13,447772670,1037.3,61.8,61.79,62.44,60.35,-0.06,3.25,3.75,0.5
2005-10-11,1,23750,1100,4.86,22450,23750,22450,7190139,1.65E+11,1.06E+13,447772670,1038.4,63.53,62.02,63.6,61.88,2.8,3.25,3.75,0.5
2005-10-12,-1,23200,-550,-2.32,23850,24150,23050,8445817,1.99E+11,1.04E+13,447772670,1040.5,64.12,63.59,64.7,63.4,0.93,3.25,3.75,0.5
2005-10-13,1,23800,600,2.59,23100,24100,22600,14352743,3.37E+11,1.07E+13,447772670,1043.6,63.08,64.15,64.39,62.45,-1.62,3.25,3.75,0.5
2005-10-14,-1,23350,-450,-1.89,23900,24000,22950,8738211,2.05E+11,1.05E+13,447772670,1046.4,62.63,63.05,63.1,61.2,-0.71,3.25,3.75,0.5
2005-10-17,-1,22300,-1050,-4.5,23350,23600,22300,5672245,1.29E+11,9.99E+12,447772670,1046.7,64.36,62.95,64.4,62.72,2.76,3.25,3.75,0.5
2005-10-18,-1,22050,-250,-1.12,22400,22700,21750,5833208,1.30E+11,9.87E+12,447772670,1044.6,63.2,64.1,64.28,62.7,-1.8,3.25,3.75,0.5
2005-10-19,-1,21500,-550,-2.49,21750,22250,21450,5454270,1.18E+11,9.63E+12,447772670,1051,62.41,63,63.59,61.31,-1.25,3.25,3.75,0.5
2005-10-20,1,22250,750,3.49,21800,22300,21650,6525718,1.44E+11,9.96E+12,447772670,1052.6,61.03,62.3,62.44,59.85,-2.21,3.25,3.75,0.5
2005-10-21,1,22700,450,2.02,21850,22750,21850,4986769,1.12E+11,1.02E+13,447772670,1054.6,60.63,59.85,60.7,59.15,-0.66,3.25,3.75,0.5
2005-10-24,1,23300,600,2.64,22900,23300,22700,4826412,1.11E+11,1.04E+13,447772670,1054.9,60.32,60.06,60.5,59.3,-0.51,3.25,3.75,0.5
2005-10-25,-1,22600,-700,-3,23500,23600,22550,6523805,1.49E+11,1.01E+13,447772670,1060.3,62.44,60.23,62.55,59.98,3.51,3.25,3.75,0.5
2005-10-26,-2,20950,-1650,-7.3,22500,22500,20850,20171588,4.31E+11,9.38E+12,447772670,1054.5,60.66,62.3,62.95,60.6,-2.85,3.25,3.75,0.5
2005-10-27,-2,19700,-1250,-5.97,19850,20350,19600,67108666,1.31E+12,8.82E+12,447772670,1047,61.09,60.88,61.5,60.25,0.71,3.25,3.75,0.5
2005-10-28,-1,19000,-700,-3.55,19350,19650,19000,11611441,2.24E+11,8.51E+12,447772670,1045.1,61.22,61.1,61.48,60.55,0.21,3.25,3.75,0.5
2005-10-31,1,19050,50,0.26,19300,19400,19050,10932690,2.10E+11,8.53E+12,447772670,1042.7,59.76,61.2,61.39,59.27,-2.38,3.5,3.75,0.25
2005-11-01,1,19550,500,2.62,19200,19800,19200,15149725,2.96E+11,8.75E+12,447772670,1042.8,59.85,59.76,60.3,59.05,0.15,3.5,4,0.5
2005-11-02,1,19650,100,0.51,19600,19750,19300,9642744,1.88E+11,8.80E+12,447772670,1042.8,59.75,59.9,60.4,58.75,-0.17,3.5,4,0.5
2005-11-03,1,20000,350,1.78,20200,20400,19950,11475802,2.31E+11,8.96E+12,447772670,1042.5,61.78,59.7,61.85,59.56,3.4,3.5,4,0.5
2005-11-04,2,21150,1150,5.75,20500,21300,20400,18118348,3.79E+11,9.47E+12,447772670,1042.3,60.58,61.75,62.15,60.5,-1.94,3.5,4,0.5
2005-11-07,1,22000,850,4.02,21450,22000,21300,15054011,3.25E+11,9.85E+12,447772670,1047.8,59.47,60.11,60.44,58.6,-1.83,3.5,4,0.5
2005-11-08,-1,21700,-300,-1.36,22100,22150,21500,6461116,1.41E+11,9.72E+12,447772670,1050.1,59.71,59.47,59.85,58.9,0.4,3.5,4,0.5
2005-11-09,1,21800,100,0.46,21550,22150,21550,6406155,1.40E+11,9.76E+12,447772670,1048,58.93,59.7,60.4,58.6,-1.31,3.5,4,0.5
2005-11-10,1,22050,250,1.15,21850,22150,21800,6719368,1.47E+11,9.87E+12,447772670,1046.4,57.8,58.8,58.96,57.4,-1.92,3.5,4,0.5
2005-11-11,1,22750,700,3.17,22500,22800,22250,10273758,2.32E+11,1.02E+13,447772670,1046.6,57.53,57.77,58.2,56.93,-0.47,3.5,4,0.5
2005-11-14,1,23850,1100,4.84,22900,24100,22750,16150220,3.83E+11,1.07E+13,447772670,1043.3,57.69,57.8,58.2,57.35,0.28,3.5,4,0.5
2005-11-15,1,23950,100,0.42,23650,24000,23200,8906111,2.10E+11,1.07E+13,447772670,1041.1,56.98,57.72,58.4,56.9,-1.23,3.5,4,0.5
2005-11-16,1,24250,300,1.25,23900,24800,23900,11228000,2.74E+11,1.09E+13,447772670,1035.5,57.88,56.98,58.25,56.7,1.58,3.5,4,0.5
2005-11-17,0,24250,0,0,24300,24550,23850,6512567,1.58E+11,1.09E+13,447772670,1036,56.34,57.82,58.52,56.2,-2.66,3.5,4,0.5
2005-11-18,-1,23250,-1000,-4.12,24550,24600,23000,12485615,2.96E+11,1.04E+13,447772670,1035,56.14,56.54,56.8,55.4,-0.35,3.5,4,0.5
2005-11-21,1,23400,150,0.65,23650,23850,23200,7496586,1.77E+11,1.05E+13,447772670,1035.6,57.7,57.42,58.18,57.1,2.78,3.5,4,0.5
2005-11-22,-2,21450,-1950,-8.33,22800,23400,21150,27815334,6.10E+11,9.60E+12,447772670,1038.5,58.84,57.8,59,57.55,1.98,3.5,4,0.5
2005-11-23,1,22150,700,3.26,21850,22350,21700,16006345,3.52E+11,9.92E+12,447772670,1043.5,58.71,58.75,59.15,57.95,-0.22,3.5,4,0.5
2005-11-24,-1,21400,-750,-3.39,22200,22350,21250,13015120,2.81E+11,9.58E+12,447772670,1038,58.26,58.53666667,58.86666667,57.53333333,-0.913333333,3.5,4,0.5
2005-11-25,-1,21100,-300,-1.4,21350,21750,21050,10973571,2.34E+11,9.45E+12,447772670,1037.4,57.81,58.32333333,58.58333333,57.11666667,-1.606666667,3.5,4,0.5
2005-11-28,1,21950,850,4.03,21100,22100,21000,14492305,3.15E+11,9.83E+12,447772670,1041.1,57.36,58.11,58.3,56.7,-2.3,3.5,4,0.5
2005-11-29,-1,21750,-200,-0.91,21800,21950,21350,7891004,1.71E+11,9.74E+12,447772670,1040.8,56.5,57.31,57.75,56.45,-1.5,3.5,4,0.5
2005-11-30,1,21900,150,0.69,21750,22100,21700,9063805,1.99E+11,9.81E+12,447772670,1036.3,57.32,56.35,57.4,55.72,1.45,3.5,4,0.5
2005-12-01,1,22600,700,3.2,21900,22650,21900,10351177,2.32E+11,1.01E+13,447772670,1035.5,58.47,57.4,58.8,57.02,2.01,3.5,4,0.5
2005-12-02,1,23600,1000,4.42,23550,23800,23250,13751933,3.23E+11,1.06E+13,447772670,1034.1,59.32,58.47,59.55,58.15,1.45,3.5,4,0.5
2005-12-05,1,24200,600,2.54,23900,24400,23850,9915868,2.39E+11,1.08E+13,447772670,1038.2,59.91,59.41,60.8,59.41,0.99,3.5,4,0.5
2005-12-06,1,24750,550,2.27,23950,25000,23450,11957523,2.89E+11,1.11E+13,447772670,1037.9,59.94,59.77,60.45,59.55,0.05,3.5,4,0.5
2005-12-07,2,26600,1850,7.47,24750,27400,24250,33017389,8.69E+11,1.19E+13,447772670,1034.7,59.21,60.01,60.68,59.11,-1.22,3.5,4,0.5
2005-12-08,0,26600,0,0,26400,27050,25800,15973488,4.22E+11,1.19E+13,447772670,1034.8,60.66,59.35,60.7,59.05,2.45,3.5,4,0.5
2005-12-09,-1,25700,-900,-3.38,26500,27050,25700,12589275,3.32E+11,1.15E+13,447772670,1034.3,59.39,60.76,61.5,59.03,-2.09,3.5,4,0.5
2005-12-12,0,25700,0,0,25650,26250,25650,10240490,2.66E+11,1.15E+13,447772670,1034.1,61.3,59.51,61.35,59.5,3.22,3.5,4,0.5
2005-12-13,1,26050,350,1.36,26100,26650,25950,10798436,2.84E+11,1.17E+13,447772670,1033.9,61.37,61.29,61.9,60.76,0.11,3.5,4.25,0.75
2005-12-14,2,27450,1400,5.37,26300,27750,26250,21078644,5.74E+11,1.23E+13,447772670,1029.5,60.85,61.28,61.75,60.8,-0.85,3.5,4.25,0.75
2005-12-15,2,29450,2000,7.29,28250,29800,27800,23126083,6.69E+11,1.32E+13,447772670,1019.8,59.99,60.85,61.2,59.95,-1.41,3.5,4.25,0.75
2005-12-16,-1,28900,-550,-1.87,29000,30200,28450,15461504,4.53E+11,1.29E+13,447772670,1013.9,58.06,59.9,60.09,58,-3.22,3.5,4.25,0.75
2005-12-19,2,30700,1800,6.23,29300,30850,28800,16470978,4.92E+11,1.37E+13,447772670,1016.3,57.34,58,58.59,56.9,-1.24,3.5,4.25,0.75
2005-12-20,-1,30300,-400,-1.3,30300,31050,30100,12219195,3.73E+11,1.36E+13,447772670,1016.2,57.98,57.3,58.2,57.3,1.12,3.5,4.25,0.75
2005-12-21,1,31000,700,2.31,30400,31300,30350,13220569,4.08E+11,1.39E+13,447772670,1016.9,58.56,58.3,58.7,57.55,1,3.5,4.25,0.75
2005-12-22,2,32900,1900,6.13,31500,34150,31400,27211979,8.96E+11,1.47E+13,447772670,1018.6,58.28,58.6,59.29,57.72,-0.48,3.5,4.25,0.75
2005-12-23,1,33450,550,1.67,33950,34400,33050,14205763,4.79E+11,1.50E+13,447772670,1018.1,58.43,58.26,58.75,57.65,0.26,3.5,4.25,0.75
2005-12-26,1,33850,400,1.2,33900,34050,32950,13141028,4.42E+11,1.52E+13,447772670,1014.8,58.295,58.28,58.525,57.475,-0.1,3.5,4.25,0.75
2005-12-27,-1,33000,-850,-2.51,34000,34100,32950,10205945,3.42E+11,1.48E+13,447772670,1012.2,58.16,58.3,58.3,57.3,-0.46,3.5,4.25,0.75
2005-12-28,1,33200,200,0.61,32600,33600,32500,8378076,2.78E+11,1.49E+13,447772670,1011.9,59.82,58.19,60.45,57.76,2.85,3.5,4.25,0.75
2005-12-29,2,35300,2100,6.33,33350,35300,33350,12846374,4.46E+11,1.58E+13,447772670,1012.7,60.32,59.89,60.85,59.4,0.84,3.5,4.25,0.75
2006-01-02,2,37600,2300,6.52,36100,37650,35850,13366196,4.94E+11,1.68E+13,447772670,1013,61.73,60.465,62.325,60.105,2.14,3.5,4.25,0.75
2006-01-03,1,38100,500,1.33,38100,38400,36850,13834043,5.21E+11,1.71E+13,447772670,1008.9,63.14,61.04,63.8,60.81,3.44,3.5,4.25,0.75
2006-01-04,-2,35300,-2800,-7.35,38250,39050,35300,23140068,8.66E+11,1.58E+13,447772670,1005.6,63.42,63,63.65,62.26,0.44,3.5,4.25,0.75
2006-01-05,-1,34600,-700,-1.98,35900,36000,33600,21566179,7.43E+11,1.55E+13,447772670,999.4,62.79,63.4,63.74,62.6,-0.99,3.5,4.25,0.75
2006-01-06,1,35050,450,1.3,34950,35850,34850,12707206,4.50E+11,1.57E+13,447772670,994.4,64.21,62.6,64.45,62.6,2.26,3.5,4.25,0.75
2006-01-09,1,36750,1700,4.85,35600,36750,35450,13652495,4.93E+11,1.65E+13,447772670,992.5,63.5,64.15,64.61,62.9,-1.11,3.5,4.25,0.75
2006-01-10,1,38000,1250,3.4,37600,38600,37450,16155952,6.14E+11,1.70E+13,447772670,978.4,63.37,63.38,64.2,63.05,-0.2,3.5,4.25,0.75
2006-01-11,-1,37350,-650,-1.71,37950,38150,36600,9532302,3.55E+11,1.67E+13,447772670,981.7,63.94,63.35,64.8,62.6,0.9,3.5,4.25,0.75
2006-01-12,1,37700,350,0.94,37950,38450,37400,9289258,3.52E+11,1.69E+13,447772670,984.4,63.94,63.98,65.05,63.86,0,3.5,4.25,0.75
2006-01-13,1,38100,400,1.06,36900,38100,36400,10008442,3.75E+11,1.71E+13,447772670,976.3,63.92,63.92,64.33,63.13,-0.03,3.5,4.25,0.75
2006-01-16,-1,37750,-350,-0.92,38700,38750,37450,8045638,3.06E+11,1.69E+13,447772670,982.7,65.115,64.37,65.34,63.865,1.855,3.5,4.25,0.75
2006-01-17,-1,36200,-1550,-4.11,37650,38100,35650,10257599,3.80E+11,1.62E+13,447772670,982.8,66.31,64.82,66.35,64.6,3.74,3.5,4.25,0.75
2006-01-18,-2,33000,-3200,-8.84,35200,35700,32850,19665484,6.67E+11,1.48E+13,447772670,988.2,65.73,66.35,66.93,65.25,-0.87,3.5,4.25,0.75
2006-01-19,1,34400,1400,4.24,33300,34650,33250,18428496,6.27E+11,1.54E+13,447772670,992,66.83,65.85,66.9,65.25,1.67,3.5,4.25,0.75
2006-01-20,-2,32300,-2100,-6.1,34400,35200,32100,16771296,5.66E+11,1.45E+13,447772670,986.1,68.35,66.85,68.8,66.78,2.27,3.5,4.25,0.75
2006-01-23,-1,31150,-1150,-3.56,31300,32600,29600,15530465,4.89E+11,1.39E+13,447772670,986.8,68.1,68.45,69.2,67.6,-0.37,3.5,4.25,0.75
2006-01-24,2,33500,2350,7.54,31850,33500,30700,15974226,5.11E+11,1.50E+13,447772670,980.9,67.06,68.1,68.11,67,-1.53,3.5,4.25,0.75
2006-01-25,1,34000,500,1.49,35300,35850,34000,15537952,5.43E+11,1.52E+13,447772670,977.5,65.85,67.1,67.1,65.45,-1.8,3.5,4.25,0.75
2006-01-26,2,36750,2750,8.09,34900,36750,34300,18925359,6.73E+11,1.65E+13,447772670,977.2,66.26,65.85,66.9,65.31,0.62,3.5,4.25,0.75
2006-01-27,1,37500,750,2.04,37350,37750,36250,14503649,5.36E+11,1.68E+13,447772670,967.8,67.76,66.49,67.95,66.35,2.26,3.5,4.25,0.75
2006-01-31,-1,37300,-200,-0.53,37700,38700,36750,18154320,6.85E+11,1.67E+13,447772670,971,67.92,68.4,68.65,67.35,-0.63,3.75,4.5,0.75
2006-02-01,-1,35500,-1800,-4.83,36850,37250,34900,14930820,5.39E+11,1.59E+13,447772670,968.6,66.56,67.8,69,66.3,-2,3.75,4.5,0.75
2006-02-02,1,36250,750,2.11,36350,36650,34950,14279598,5.13E+11,1.62E+13,447772670,961.1,64.68,66.2,67.19,64.4,-2.82,3.75,4.5,0.75
2006-02-03,-1,35000,-1250,-3.45,35150,36050,34950,11244571,3.99E+11,1.57E+13,447772670,969.7,65.37,64.7,65.4,63.95,1.07,3.75,4.5,0.75
2006-02-06,1,35450,450,1.29,34300,35650,33700,12325246,4.25E+11,1.59E+13,447772670,970.6,65.11,65.6,66.62,64.9,-0.4,3.75,4.5,0.75
2006-02-07,-1,35250,-200,-0.56,35500,36300,35250,12338416,4.43E+11,1.58E+13,447772670,966.5,63.09,65.1,65.1,63,-3.1,3.75,4.5,0.75
2006-02-08,-1,34700,-550,-1.56,35050,35900,34650,9523601,3.36E+11,1.55E+13,447772670,967.8,62.55,63.19,63.49,62.3,-0.86,3.75,4.5,0.75
2006-02-09,1,34900,200,0.58,35400,35500,34550,7423868,2.60E+11,1.56E+13,447772670,970,62.62,62.57,63.7,62.34,0.11,3.75,4.5,0.75
2006-02-10,-1,34400,-500,-1.43,34850,35150,33750,8404537,2.89E+11,1.54E+13,447812646,971.2,61.84,62.64,63,61.2,-1.25,3.75,4.5,0.75
2006-02-13,-1,33000,-1400,-4.07,34100,34400,32800,10805711,3.59E+11,1.48E+13,447812646,970.6,61.24,62.1,62.18,60.85,-0.97,3.75,4.5,0.75
2006-02-14,0,33000,0,0,32450,33100,32000,9133012,2.96E+11,1.48E+13,447812646,974.5,59.57,61.18,61.3,59.5,-2.73,3.75,4.5,0.75
2006-02-15,-2,28950,-4050,-12.27,33000,33100,28950,30750375,9.51E+11,1.30E+13,447812646,973.9,57.65,59.49,60.05,57.6,-3.22,3.75,4.5,0.75
2006-02-16,1,30350,1400,4.84,29500,30750,29300,15694423,4.71E+11,1.36E+13,448210671,973.6,58.46,57.7,58.8,57.55,1.41,3.75,4.5,0.75
2006-02-17,1,31200,850,2.8,30700,31500,30600,11828324,3.67E+11,1.40E+13,448210671,976.4,59.88,58.8,60,58.68,2.43,3.75,4.5,0.75
2006-02-20,-1,31000,-200,-0.64,30600,31400,30600,7060460,2.18E+11,1.39E+13,448210671,974.1,60.49,60.025,60.75,59.59,2.235,3.75,4.5,0.75
2006-02-21,-1,30300,-700,-2.26,30800,30950,30100,7633217,2.32E+11,1.36E+13,448210671,968,61.1,61.25,61.5,60.5,2.04,3.75,4.5,0.75
2006-02-22,1,30950,650,2.15,30350,31150,30350,9849932,3.03E+11,1.39E+13,448210671,968.2,61.01,62.5,62.59,60.52,-0.15,3.75,4.5,0.75
2006-02-23,1,32200,1250,4.04,31150,32500,31100,10433443,3.32E+11,1.44E+13,448210671,973.3,60.54,60.91,61.15,59.7,-0.77,3.75,4.5,0.75
2006-02-24,1,32900,700,2.17,32150,32900,31650,8507219,2.76E+11,1.47E+13,448210671,972.6,62.91,60.5,63.25,60.47,3.91,3.75,4.5,0.75
2006-02-27,-1,32700,-200,-0.61,32750,33100,32200,4892289,1.60E+11,1.47E+13,448210671,964.7,61,62.8,62.85,60.85,-3.04,3.75,4.5,0.75
2006-02-28,1,33250,550,1.68,33000,33600,32950,6471233,2.15E+11,1.49E+13,448210671,969,61.41,60.9,61.5,60.3,0.67,4,4.5,0.5
2006-03-02,-1,32050,-1200,-3.61,33750,33850,31850,7713450,2.53E+11,1.44E+13,448210671,970.6,63.36,61.96,63.55,61.8,2.24,4,4.5,0.5
2006-03-03,-1,30500,-1550,-4.84,31700,31900,29850,12898998,3.95E+11,1.37E+13,448210671,969.8,63.67,63.53,63.79,62.7,0.49,4,4.5,0.5
2006-03-06,1,31000,500,1.64,30350,31150,29950,8609534,2.64E+11,1.39E+13,448210671,969,62.41,63.75,63.92,61.8,-1.98,4,4.5,0.5
2006-03-07,-2,29150,-1850,-5.97,30100,30250,28850,13968020,4.10E+11,1.31E+13,448210671,973.3,61.58,62.32,62.75,61.1,-1.33,4,4.5,0.5
2006-03-08,1,29450,300,1.03,28500,29450,28350,8627940,2.50E+11,1.32E+13,448210671,976.7,60.02,61.55,61.68,59.25,-2.53,4,4.5,0.5
2006-03-09,-1,29100,-350,-1.19,29400,29750,29000,8551943,2.51E+11,1.30E+13,448210671,980.2,60.47,60.01,60.9,59.55,0.75,4,4.5,0.5
2006-03-10,1,29400,300,1.03,28800,30050,28800,10007237,2.95E+11,1.32E+13,448210671,981.2,59.96,60.56,60.78,59.7,-0.84,4,4.5,0.5
2006-03-13,-1,29050,-350,-1.19,29700,29850,28750,8109698,2.38E+11,1.30E+13,448210671,982.6,61.77,60.05,61.9,59.58,3.02,4,4.5,0.5
2006-03-14,-1,28350,-700,-2.41,28950,29150,27950,8784830,2.50E+11,1.27E+13,448210671,981.6,63.1,61.75,63.37,61.27,2.15,4,4.5,0.5
2006-03-15,0,28350,0,0,28700,28850,28050,7609587,2.16E+11,1.27E+13,448210671,977.5,62.17,62.94,63.2,62,-1.47,4,4.5,0.5
2006-03-16,-1,27700,-650,-2.29,28300,28600,26850,12307477,3.41E+11,1.24E+13,448210671,974.7,63.58,62.05,63.9,61.65,2.27,4,4.5,0.5
2006-03-17,1,28600,900,3.25,27550,28850,27550,7943736,2.25E+11,1.28E+13,448210671,974.4,62.77,63.45,63.7,62.7,-1.27,4,4.5,0.5
2006-03-20,1,28700,100,0.35,28650,29300,28400,5194601,1.50E+11,1.29E+13,448210671,971.9,60.42,62.75,62.99,60.25,-3.74,4,4.5,0.5
2006-03-21,-1,28400,-300,-1.05,28800,29500,28300,6547257,1.89E+11,1.27E+13,448210671,969.1,60.57,60.41,61,59.6,0.25,4,4.5,0.5
2006-03-22,-1,27350,-1050,-3.7,27600,27950,27000,8765386,2.40E+11,1.23E+13,448210671,967.3,61.77,62.28,62.85,61.61,1.98,4,4.5,0.5
2006-03-23,-1,27200,-150,-0.55,27700,27800,26450,7147856,1.94E+11,1.22E+13,448210671,971.5,63.91,61.9,64,61.87,3.46,4,4.5,0.5
2006-03-24,-1,26550,-650,-2.39,26350,27150,26200,7564695,2.01E+11,1.19E+13,448210671,973.7,64.26,63.87,64.75,63.4,0.55,4,4.5,0.5
2006-03-27,1,27450,900,3.39,26600,27550,26600,7095042,1.93E+11,1.23E+13,448210671,980.8,64.16,64.4,64.55,63.45,-0.16,4,4.5,0.5
2006-03-28,1,27650,200,0.73,27050,27850,26850,5474390,1.50E+11,1.24E+13,448210671,976.3,66.07,64.22,66.2,64.05,2.98,4,4.75,0.75
2006-03-29,0,27650,0,0,27300,27800,26950,4554153,1.25E+11,1.24E+13,448210671,975.8,66.45,66.1,66.7,65.58,0.58,4,4.75,0.75
2006-03-30,1,28300,650,2.35,28200,28800,28100,6601655,1.88E+11,1.27E+13,448210671,978.1,67.15,66.51,67.3,66.05,1.05,4,4.75,0.75
2006-03-31,1,28900,600,2.12,28300,29600,28150,8036603,2.33E+11,1.30E+13,448210671,975.9,66.63,67.05,67.14,65.6,-0.77,4,4.75,0.75
2006-04-03,1,29600,700,2.42,29300,29600,29150,4496960,1.32E+11,1.33E+13,448210671,975,66.74,66.25,67.9,66.2,0.17,4,4.75,0.75
2006-04-04,1,30850,1250,4.22,30100,31100,29900,11517886,3.53E+11,1.38E+13,448210671,970.7,66.23,66.65,66.65,65.6,-0.76,4,4.75,0.75
2006-04-05,-1,30600,-250,-0.81,31100,31250,30000,7730877,2.36E+11,1.37E+13,448210671,966.1,67.07,66.2,67.25,65.74,1.27,4,4.75,0.75
2006-04-06,1,30800,200,0.65,31450,31650,30800,7380624,2.30E+11,1.38E+13,448210671,959.5,67.94,67.11,68.2,67.1,1.3,4,4.75,0.75
2006-04-07,1,30900,100,0.32,30900,31150,30350,5856184,1.80E+11,1.38E+13,448210671,954.9,67.39,67.85,67.85,66.65,-0.81,4,4.75,0.75
2006-04-10,-1,30350,-550,-1.78,30550,30950,30050,5323793,1.62E+11,1.36E+13,448210671,952.4,68.74,67.4,68.95,67.22,2,4,4.75,0.75
2006-04-11,-1,29700,-650,-2.14,29950,30200,29300,5852860,1.73E+11,1.33E+13,448210671,952.9,68.98,68.67,69.45,68,0.35,4,4.75,0.75
2006-04-12,1,30400,700,2.36,29500,30500,29450,5377226,1.62E+11,1.36E+13,448210671,954.1,68.62,68.95,69.6,68.45,-0.52,4,4.75,0.75
2006-04-13,1,31100,700,2.3,30300,31150,30300,5768549,1.78E+11,1.39E+13,448210671,955.6,69.32,68.52,69.4,67.87,1.02,4,4.75,0.75
2006-04-14,1,32500,1400,4.5,31450,32500,30950,9628229,3.07E+11,1.46E+13,448210671,960.4,69.86,69.035,69.925,68.585,1.29,4,4.75,0.75
2006-04-17,1,33000,500,1.54,32750,33150,32300,6812613,2.23E+11,1.48E+13,448210671,961.4,70.4,69.55,70.45,69.3,1.56,4,4.75,0.75
2006-04-18,-1,32950,-50,-0.15,32650,33300,32500,6400912,2.11E+11,1.48E+13,448210671,955.3,71.35,70.27,71.6,70.15,1.35,4,4.75,0.75
2006-04-19,1,33550,600,1.82,33800,34550,33450,11248553,3.83E+11,1.50E+13,448210671,953,72.17,71.29,72.4,70.7,1.15,4,4.75,0.75
2006-04-20,0,33550,0,0,33900,34200,33550,6055923,2.05E+11,1.50E+13,448210671,947.3,71.95,72.03,72.49,70.7,-0.3,4,4.75,0.75
2006-04-21,1,34250,700,2.09,34300,34500,34000,7224497,2.47E+11,1.54E+13,448210671,947.5,75.17,73.5,75.35,72.73,4.48,4,4.75,0.75
2006-04-24,-1,33900,-350,-1.02,34300,34350,33100,5915064,1.99E+11,1.52E+13,448210671,947.2,73.33,75.35,75.35,72.95,-2.45,4,4.75,0.75
