date,등락 분류,종가     ,대비    ,등락률    ,시가     ,고가     ,저가     ,거래량        ,거래대금        ,시가총액     ,상장주식수      ,환율     ,유가종가        ,유가오픈        ,유가고가        ,유가저가        ,유가변동률        ,한국은행기준금리 ,연준기준금리 ,한미기준금리차이
2000-01-04,2,25750,1650,6.85,24700,26450,24200,9275920,2.36E+11,8.99E+12,348934856,1134.5,25.55,25.2,25.69,24.71,-0.2,4.75,5.5,0.75
2000-01-05,-2,23100,-2650,-10.29,24150,24950,22750,7414370,1.78E+11,8.06E+12,348934856,1125.8,24.91,25.5,25.61,24.87,-2.5,4.75,5.5,0.75
2000-01-06,-2,21900,-1200,-5.19,23500,23800,21650,6529140,1.48E+11,7.64E+12,348934856,1130.1,24.78,24.8,25.34,24.51,-0.52,4.75,5.5,0.75
2000-01-07,-1,21700,-200,-0.91,21200,22400,20800,10492270,2.28E+11,1.07E+13,493934856,1139.1,24.22,24.65,25,24.15,-2.26,4.75,5.5,0.75
2000-01-10,-1,21500,-200,-0.92,22000,22300,21500,8041690,1.75E+11,1.06E+13,493934856,1145.9,24.67,24.22,24.75,24.02,1.86,4.75,5.5,0.75
2000-01-11,1,22300,800,3.72,22000,23300,21900,11268920,2.54E+11,1.10E+13,493934856,1135.3,25.77,24.71,25.8,24.67,4.46,4.75,5.5,0.75
2000-01-12,1,22600,300,1.35,22000,23200,21800,6916500,1.56E+11,1.12E+13,493934856,1137.3,26.28,25.73,26.55,25.38,1.98,4.75,5.5,0.75
2000-01-13,1,23500,900,3.98,23000,23550,22500,11180640,2.59E+11,1.16E+13,493934856,1147,26.69,26.28,27.12,26.2,1.56,4.75,5.5,0.75
2000-01-14,-1,22800,-700,-2.98,24250,24600,22600,12338010,2.92E+11,1.13E+13,493934856,1138.5,28.02,26.8,28.1,26.61,4.98,4.75,5.5,0.75
2000-01-17,2,24900,2100,9.21,23700,25550,23400,20475240,5.02E+11,1.23E+13,493934856,1127.1,28.435,27.415,28.55,27.285,3.97,4.75,5.5,0.75
2000-01-18,1,25000,100,0.4,25000,25700,24050,14581100,3.63E+11,1.23E+13,493934856,1122.1,28.85,28.03,29,27.96,2.96,4.75,5.5,0.75
2000-01-19,-1,24500,-500,-2,25000,25600,24500,13326650,3.33E+11,1.21E+13,493934856,1124.4,29.54,28.8,29.68,28.55,2.39,4.75,5.5,0.75
2000-01-20,2,27000,2500,10.2,24350,27000,23850,24274380,6.21E+11,1.33E+13,493934856,1128.9,29.66,29.4,29.95,28.8,0.41,4.75,5.5,0.75
2000-01-21,-1,26600,-400,-1.48,26500,28400,26400,31238800,8.53E+11,1.31E+13,493934856,1132.2,28.2,27.85,29.1,27.7,-4.92,4.75,5.5,0.75
2000-01-24,1,27000,400,1.5,27400,27850,26800,12233700,3.32E+11,1.33E+13,493934856,1127.6,27.83,28.23,28.69,27.51,-1.31,4.75,5.5,0.75
2000-01-25,-1,25900,-1100,-4.07,26500,26800,25800,10446560,2.74E+11,1.28E+13,493934856,1126.2,28.28,27.78,28.55,27.35,1.62,4.75,5.5,0.75
2000-01-26,1,26450,550,2.12,26150,26600,25800,9108240,2.39E+11,1.31E+13,493934856,1125.9,27.84,28.29,28.77,27.8,-1.56,4.75,5.5,0.75
2000-01-27,-1,26000,-450,-1.7,26500,26800,25500,8991610,2.34E+11,1.28E+13,493934856,1126.8,27.32,27.78,28.1,27.19,-1.87,4.75,5.5,0.75
2000-01-28,2,27700,1700,6.54,26000,28000,25800,16882700,4.58E+11,1.37E+13,493934856,1126.1,27.22,27.22,27.55,26.95,-0.37,4.75,5.5,0.75
2000-01-31,-1,26400,-1300,-4.69,27050,27300,26300,12865150,3.44E+11,1.30E+13,493934856,1122.1,27.64,27.1,27.9,26.7,1.54,4.75,5.5,0.75
2000-02-01,-2,24500,-1900,-7.2,26000,26300,24500,19525890,4.93E+11,1.21E+13,493934856,1125.4,28.22,27.6,28.4,27.6,2.1,4.75,5.5,0.75
2000-02-02,-1,23900,-600,-2.45,24450,24500,23200,16169750,3.87E+11,1.18E+13,493934856,1125,27.55,28.22,28.65,27.45,-2.37,4.75,5.75,1
2000-02-03,-1,23050,-850,-3.56,23600,24100,22750,15889810,3.70E+11,1.14E+13,493956228,1131,28.03,27.56,28.4,27.41,1.74,4.75,5.75,1
2000-02-07,-1,23000,-50,-0.22,22650,23650,22300,13440440,3.11E+11,1.14E+13,493956228,1129,28.45,28.71,28.9,28.25,-1.28,4.75,5.75,1
2000-02-08,1,23850,850,3.7,23700,24250,23400,11379520,2.71E+11,1.18E+13,493956228,1129,28.02,28.44,28.49,27.91,-1.51,4.75,5.75,1
2000-02-09,-1,23400,-450,-1.89,24100,24300,23200,6816770,1.61E+11,1.16E+13,493956228,1130.1,28.77,28,28.84,27.71,2.68,4.75,5.75,1
2000-02-10,-1,23300,-100,-0.43,23000,23850,22800,8519970,1.98E+11,1.15E+13,493956228,1125.5,29.43,28.6,29.5,28.6,2.29,4.75,5.75,1
2000-02-11,-1,22300,-1000,-4.29,23550,23750,22100,8009860,1.82E+11,1.10E+13,493956228,1121.1,29.44,29.42,29.94,29.02,0.03,4.75,5.75,1
2000-02-14,-2,20900,-1400,-6.28,21500,21850,20800,9164960,1.94E+11,1.03E+13,493956228,1116.8,30.25,29.44,30.3,29.35,2.75,4.75,5.75,1
2000-02-15,1,21350,450,2.15,21300,21700,20600,8521020,1.81E+11,1.05E+13,493956228,1119.7,30.06,30.28,30.45,29.8,-0.63,4.75,5.75,1
2000-02-16,-1,20900,-450,-2.11,21350,21500,19900,9506460,1.97E+11,1.03E+13,493956228,1127.4,30.05,30.02,30.24,29.35,-0.03,4.75,5.75,1
2000-02-17,-1,20300,-600,-2.87,20000,20500,19800,10655220,2.15E+11,1.00E+13,493956228,1125.3,29.46,30.04,30.05,29.05,-1.96,4.75,5.75,1
2000-02-18,0,20300,0,0,20200,20850,20050,10465220,2.14E+11,1.00E+13,493956228,1127.8,29.51,29.41,29.6,29.05,0.17,4.75,5.75,1
2000-02-21,-2,18600,-1700,-8.37,19700,19800,18550,9406750,1.79E+11,9.19E+12,493956228,1130.2,29.565,29.305,29.95,28.95,0.27,4.75,5.75,1
2000-02-22,-2,17500,-1100,-5.91,18300,18500,17250,11483280,2.05E+11,8.64E+12,493956228,1131,29.62,29.2,30.3,28.85,0.37,4.75,5.75,1
2000-02-23,2,18600,1100,6.29,18400,19750,17650,11519950,2.14E+11,9.19E+12,493956228,1134.4,29.39,28.88,29.45,28.72,-0.78,4.75,5.75,1
2000-02-24,-2,17650,-950,-5.11,17600,18250,17400,5846020,1.04E+11,8.72E+12,493956228,1133.7,29.97,29.3,30.15,29.3,1.97,4.75,5.75,1
2000-02-25,-1,17600,-50,-0.28,17650,18150,17100,6265070,1.11E+11,8.69E+12,493956228,1139.1,30.35,29.92,30.83,29.7,1.27,4.75,5.75,1
2000-02-28,-2,15600,-2000,-11.36,16800,17150,15600,7237450,1.18E+11,7.71E+12,493956228,1141,30.13,30.2,30.59,29.82,-0.72,4.75,5.75,1
2000-02-29,2,17900,2300,14.74,16900,17900,16300,12272960,2.16E+11,8.84E+12,493956228,1131.8,30.43,30.19,30.63,30.1,1,5,5.75,0.75
2000-03-02,2,20550,2650,14.8,20550,20550,20550,2564700,52704585000,1.02E+13,493956228,1132.4,31.69,31.74,32.15,31.26,-0.25,5,5.75,0.75
2000-03-03,2,23600,3050,14.84,23600,23600,21850,27750430,6.42E+11,1.17E+13,493956228,1122.7,31.51,31.61,31.84,30.92,-0.57,5,5.75,0.75
2000-03-06,-2,22200,-1400,-5.93,23100,23450,21900,11181060,2.52E+11,1.10E+13,493956228,1120.9,32.18,31.34,32.2,31.11,2.13,5,5.75,0.75
2000-03-07,1,22450,250,1.13,22000,23000,21500,6681790,1.48E+11,1.11E+13,493956228,1120.1,34.13,32.11,34.2,32.07,6.06,5,5.75,0.75
2000-03-08,1,23050,600,2.67,21500,23350,21500,8603220,1.94E+11,1.14E+13,493956228,1117.4,31.26,34.26,34.37,30.8,-8.41,5,5.75,0.75
2000-03-09,-1,22500,-550,-2.39,23100,23500,22500,6243450,1.42E+11,1.11E+13,493956228,1120.1,31.69,31.2,32.05,30.55,1.38,5,5.75,0.75
2000-03-10,-2,21150,-1350,-6,23000,23200,20700,5699800,1.24E+11,1.04E+13,493956228,1120.3,31.76,31.68,31.99,31.08,0.22,5,5.75,0.75
2000-03-13,-2,18900,-2250,-10.64,20300,20500,18650,7712000,1.49E+11,9.34E+12,493956228,1119.6,32.02,31.74,32.25,31.39,0.82,5,5.75,0.75
2000-03-14,1,19700,800,4.23,19300,20600,19000,7374010,1.46E+11,9.73E+12,493956228,1120.8,31.69,32.05,32.25,31.2,-1.03,5,5.75,0.75
2000-03-15,1,20550,850,4.31,19000,20900,18800,6626500,1.33E+11,1.02E+13,493956228,1120.1,30.72,31.71,31.92,30.6,-3.06,5,5.75,0.75
2000-03-16,-1,20100,-450,-2.19,21300,21400,19750,5726020,1.18E+11,9.93E+12,493956228,1118,31.09,30.67,31.2,30.13,1.2,5,5.75,0.75
2000-03-17,1,20800,700,3.48,20700,21250,20500,5506430,1.15E+11,1.03E+13,493956228,1117.6,30.91,31.12,31.4,30.56,-0.58,5,5.75,0.75
2000-03-20,2,22200,1400,6.73,22000,22550,21600,8825570,1.95E+11,1.10E+13,493956228,1117.8,29.43,30.71,30.71,29.3,-4.79,5,5.75,0.75
2000-03-21,1,22700,500,2.25,22300,22900,21750,8173300,1.84E+11,1.12E+13,493956228,1118,28,29.6,29.65,27.25,-4.86,5,6,1
2000-03-22,2,24000,1300,5.73,22900,24300,22700,12114430,2.88E+11,1.19E+13,493956228,1117.8,27.46,27.8,28.25,27.25,-1.93,5,6,1
2000-03-23,-1,23000,-1000,-4.17,24500,25450,23000,12916120,3.15E+11,1.14E+13,493956228,1114.6,27.31,27.4,27.78,27.2,-0.55,5,6,1
2000-03-24,2,25250,2250,9.78,24000,26450,23200,22081620,5.53E+11,1.25E+13,493956228,1112,28.02,27.32,28.15,27.32,2.6,5,6,1
2000-03-27,-1,25000,-250,-0.99,25550,26100,24200,13710320,3.44E+11,1.23E+13,493956228,1108.7,27.79,28,28.02,27.18,-0.82,5,6,1
2000-03-28,1,25900,900,3.6,25500,26750,25000,15201990,3.95E+11,1.28E+13,493956228,1110.2,27.09,27.71,27.94,27.01,-2.52,5,6,1
2000-03-29,1,26700,800,3.09,25900,27500,25500,17203170,4.61E+11,1.32E+13,493956228,1111.2,26.45,27.09,27.26,26.05,-2.36,5,6,1
2000-03-30,-1,25500,-1200,-4.49,26400,26400,24900,10789400,2.76E+11,1.26E+13,493956228,1111.4,26.7,26.45,26.75,26.24,0.95,5,6,1
2000-03-31,-1,24600,-900,-3.53,24550,26000,24550,7857470,1.98E+11,1.22E+13,493956228,1108.3,26.9,26.6,27.15,26.24,0.75,5,6,1
2000-04-03,1,25400,800,3.25,25100,26200,24850,8441110,2.15E+11,1.25E+13,493956228,1106.4,26.43,26.85,27.12,26.35,-1.75,5,6,1
2000-04-04,-1,24800,-600,-2.36,25000,25750,24100,4812430,1.19E+11,1.23E+13,493956228,1111.2,25.45,26.39,26.39,25.42,-3.71,5,6,1
2000-04-06,-2,23400,-1400,-5.65,25350,25500,23400,6962300,1.70E+11,1.16E+13,493956228,1113.2,25.69,25.85,26.1,25.53,-0.54,5,6,1
2000-04-07,1,24450,1050,4.49,23800,24700,23800,6262550,1.52E+11,1.21E+13,493956228,1113.1,25.04,25.64,25.78,24.85,-2.53,5,6,1
2000-04-10,1,24650,200,0.82,24600,25250,24150,6073150,1.50E+11,1.22E+13,493956228,1109.6,23.85,24.9,24.9,23.7,-4.75,5,6,1
2000-04-11,-1,24000,-650,-2.64,24300,24350,23650,3571660,85720102000,1.19E+13,493956228,1107.8,24.14,23.89,24.38,23.79,1.22,5,6,1
2000-04-12,1,24250,250,1.04,24000,24600,23500,4119450,99461589000,1.20E+13,493956228,1109.4,25.41,24.24,25.5,24.07,5.26,5,6,1
2000-04-14,-2,22600,-1650,-6.8,23100,23500,22000,4816200,1.10E+11,1.12E+13,493956228,1109.4,25.57,25.27,25.8,25.1,0.75,5,6,1
2000-04-17,-2,19250,-3350,-14.82,19350,20450,19250,7367770,1.45E+11,9.51E+12,493956228,1109.9,25.89,25.45,26.03,25,1.25,5,6,1
2000-04-18,2,21750,2500,12.99,21900,22050,20400,10777090,2.30E+11,1.07E+13,493956228,1114.8,26.11,26,26.27,25.4,0.85,5,6,1
2000-04-19,1,22300,550,2.53,22750,23450,21550,6686190,1.52E+11,1.10E+13,493956228,1110.5,27.35,25.95,27.5,25.8,4.75,5,6,1
2000-04-20,-1,22000,-300,-1.35,22000,22650,21700,3105490,68615018500,1.09E+13,493956228,1109.1,25.88,25.75,25.98,25.49,-5.37,5,6,1
2000-04-21,-1,21500,-500,-2.27,22700,22800,21500,4409900,96509008500,1.06E+13,493956228,1109.7,25.96,25.85,26.08,25.655,-2.375,5,6,1
2000-04-24,1,21600,100,0.47,21000,21800,20600,5294570,1.12E+11,1.07E+13,493956228,1109.1,26.04,25.95,26.18,25.82,0.62,5,6,1
2000-04-25,-1,20950,-650,-3.01,21000,21300,20700,3623120,76219225000,1.03E+13,493956228,1108.4,25.33,25.71,26.07,25.3,-2.73,5,6,1
2000-04-26,-2,17850,-3100,-14.8,21500,21750,17850,30856280,5.78E+11,8.82E+12,493956228,1108.7,24.65,25.02,25.35,24.6,-2.68,5,6,1
2000-04-27,-2,16150,-1700,-9.52,16500,17000,15200,41861610,6.68E+11,7.98E+12,493956228,1108.5,25.42,24.85,25.5,24.6,3.12,5,6,1
2000-04-28,2,17600,1450,8.98,16550,17950,16500,23225070,4.00E+11,8.69E+12,493956228,1110.4,25.74,25.65,26.09,25.45,1.26,5,6,1
2000-05-02,-1,17400,-200,-1.14,17000,18100,16650,13589220,2.37E+11,8.59E+12,493956228,1110.3,26.89,25.95,27.08,25.8,3.94,5,6,1
2000-05-03,0,17400,0,0,17300,18100,16950,9937960,1.75E+11,8.59E+12,493956228,1110.3,26.75,26.92,27.39,26.65,-0.52,5,6,1
2000-05-04,1,17500,100,0.57,17600,18200,17200,10673530,1.89E+11,8.64E+12,493956228,1109.6,26.98,26.85,27.25,26.54,0.86,5,6,1
2000-05-08,1,17850,350,2,17900,18400,17550,8848810,1.59E+11,8.82E+12,493956228,1111,28.09,27.3,28.15,27.05,2.93,5,6,1
2000-05-09,-1,17450,-400,-2.24,17850,17950,17350,3724620,65537511500,8.62E+12,493956228,1109.8,28.65,28.05,28.93,27.7,1.99,5,6,1
2000-05-10,-1,17100,-350,-2.01,17100,17350,17000,4205830,72080574000,8.45E+12,493956228,1109.6,28.1,28.4,28.69,28.03,-1.92,5,6,1
2000-05-12,-1,16400,-700,-4.09,17100,17300,16250,4445530,73824874500,8.10E+12,493956228,1109.4,29.62,29.45,30,28.82,1.75,5,6,1
2000-05-15,1,16750,350,2.13,17000,17850,16600,9547060,1.63E+11,8.27E+12,493956228,1111.9,29.92,29.2,30.04,29.13,1.01,5,6,1
2000-05-16,1,17500,750,4.48,16900,17550,16800,6240260,1.07E+11,8.64E+12,493956228,1114.1,29.73,30.1,30.25,29.6,-0.64,5,6.5,1.5
2000-05-17,1,17600,100,0.57,18000,18450,17250,8522160,1.52E+11,8.69E+12,493956228,1115.4,29.32,29.4,29.85,29.07,-1.38,5,6.5,1.5
2000-05-18,-1,17100,-500,-2.84,16900,17450,16750,4001640,68147203500,8.45E+12,493956228,1115,30.33,29.8,30.48,29.3,3.44,5,6.5,1.5
2000-05-19,-1,17000,-100,-0.58,17000,17100,16550,4356290,73285728500,8.40E+12,493956228,1116.9,29.89,30.18,30.44,29.37,-1.45,5,6.5,1.5
2000-05-22,-1,16300,-700,-4.12,16700,16950,16300,3307010,54686094500,8.05E+12,493956228,1123,28.61,29.76,29.8,29.6,-4.28,5,6.5,1.5
2000-05-23,-1,16050,-250,-1.53,15600,16450,15600,3634570,58304781500,7.93E+12,493956228,1125.7,28.78,28.7,28.93,28.35,0.59,5,6.5,1.5
2000-05-24,-1,16000,-50,-0.31,15600,16500,15000,5498750,85987279500,7.90E+12,493956228,1132.8,29.93,28.86,30,28.86,4,5,6.5,1.5
2000-05-25,2,16850,850,5.31,16950,17350,16200,17417710,2.95E+11,8.32E+12,493956228,1137.2,30.51,30.05,30.55,29.67,1.94,5,6.5,1.5
2000-05-26,-2,15100,-1750,-10.39,16200,16400,14800,8270800,1.29E+11,7.46E+12,493956228,1129.6,30,30.53,30.82,29.7,-1.67,5,6.5,1.5
2000-05-29,-2,13850,-1250,-8.28,13150,14800,12850,14840410,2.05E+11,6.84E+12,493956228,1135.2,30.175,30.265,30.635,29.805,-0.25,5,6.5,1.5
2000-05-30,2,15900,2050,14.8,14950,15900,14400,11645850,1.77E+11,7.85E+12,493956228,1138.5,30.35,30,30.45,29.91,1.17,5,6.5,1.5
2000-05-31,2,17600,1700,10.69,16900,18250,16550,17598730,3.06E+11,8.69E+12,493956228,1133.8,29.01,30.15,30.77,28.95,-4.42,5,6.5,1.5
2000-06-01,1,18000,400,2.27,17600,18800,17000,11873320,2.14E+11,8.89E+12,493956228,1130,30.14,29,30.25,28.87,3.9,5,6.5,1.5
2000-06-02,1,18600,600,3.33,19500,19500,18300,10337640,1.95E+11,9.19E+12,493956228,1131.9,30.35,30.14,30.65,29.78,0.7,5,6.5,1.5
2000-06-05,1,19350,750,4.03,19400,19750,18900,8929150,1.72E+11,9.56E+12,493956228,1125.8,29.7,30.32,30.75,29.47,-2.14,5,6.5,1.5
2000-06-07,1,19800,450,2.33,19200,20200,18850,10799640,2.12E+11,9.78E+12,493956228,1119.5,29.95,29.84,30.18,28.9,0.67,5,6.5,1.5
2000-06-08,2,20950,1150,5.81,20100,22650,20000,22915460,4.83E+11,1.03E+13,493956228,1114.4,29.78,29.98,30.47,29.5,-0.57,5,6.5,1.5
2000-06-09,2,22400,1450,6.92,21000,22400,20950,10290970,2.22E+11,1.11E+13,493956228,1114.5,30.2,29.75,30.3,29.52,1.41,5,6.5,1.5
2000-06-12,-1,22000,-400,-1.79,22800,23500,21800,8710820,1.97E+11,1.09E+13,493956228,1115.6,31.74,30.48,31.8,30.27,5.1,5,6.5,1.5
2000-06-13,-2,20700,-1300,-5.91,21500,21700,20500,5842150,1.23E+11,1.02E+13,493956228,1113.4,32.56,31.8,32.85,31.65,2.58,5,6.5,1.5
2000-06-14,2,22350,1650,7.97,21600,22500,20850,9381730,2.02E+11,1.10E+13,493956228,1114.5,32.85,32.49,33.17,32.1,0.89,5,6.5,1.5
2000-06-15,-2,20600,-1750,-7.83,21600,21850,20500,6300370,1.33E+11,1.02E+13,493956228,1115.2,32.95,32.8,33.3,32.1,0.3,5,6.5,1.5
2000-06-16,-1,20300,-300,-1.46,20300,21200,19800,5325980,1.09E+11,1.00E+13,493956228,1114.6,32.33,32.81,32.9,31.2,-1.88,5,6.5,1.5
2000-06-19,-1,19850,-450,-2.22,19500,20600,19400,9526550,1.90E+11,9.81E+12,493956228,1116.5,31.69,32.1,32.15,30.9,-1.98,5,6.5,1.5
2000-06-20,1,20550,700,3.53,20900,21100,20400,8697020,1.80E+11,1.02E+13,493956228,1119,33.05,31.61,33.4,31.36,4.29,5,6.5,1.5
2000-06-21,1,20900,350,1.7,21100,21850,20750,10430220,2.22E+11,1.02E+13,490428183,1119.8,31.37,30.52,31.95,30.25,-5.08,5,6.5,1.5
2000-06-22,2,22000,1100,5.26,21900,23200,21550,24356440,5.43E+11,1.08E+13,490428183,1119.1,32.19,31.37,32.25,30.97,2.61,5,6.5,1.5
2000-06-23,1,22150,150,0.68,21700,22600,21550,9994300,2.21E+11,1.09E+13,490428183,1118.8,32.25,32.25,32.7,31.9,0.19,5,6.5,1.5
2000-06-26,1,23000,850,3.84,22800,23400,22500,9202240,2.11E+11,1.13E+13,490428183,1119.7,31.63,32.26,32.7,31.59,-1.92,5,6.5,1.5
2000-06-27,1,23300,300,1.3,23300,23600,22750,7300320,1.69E+11,1.14E+13,490428183,1118.7,32.06,31.58,32.42,31.06,1.36,5,6.5,1.5
2000-06-28,1,23600,300,1.29,23300,23750,23000,11103230,2.60E+11,1.16E+13,490428183,1117.9,31.9,32.09,32.5,31.75,-0.5,5,6.5,1.5
2000-06-29,-2,22300,-1300,-5.51,23500,23850,21500,12152280,2.77E+11,1.09E+13,490428183,1117,32.72,31.88,32.9,31.6,2.57,5,6.5,1.5
2000-06-30,-1,22000,-300,-1.35,21700,22500,21500,7471850,1.63E+11,1.08E+13,490428183,1114.8,32.5,32.77,32.95,32.4,-0.67,5,6.5,1.5
2000-07-03,1,22500,500,2.27,22300,22550,22000,3797990,84843767500,1.10E+13,490428183,1115.4,31.89,32.23,32.4,31.68333333,-2.323333333,5,6.5,1.5
2000-07-04,1,22700,200,0.89,22800,23200,22100,7192300,1.63E+11,1.11E+13,490428183,1113.2,31.28,31.69,31.85,30.96666667,-3.976666667,5,6.5,1.5
2000-07-05,1,23700,1000,4.41,23000,23750,22850,8465410,1.98E+11,1.16E+13,490428183,1114.6,30.67,31.15,31.3,30.25,-5.63,5,6.5,1.5
2000-07-06,1,24500,800,3.38,23100,24650,22800,11253830,2.68E+11,1.20E+13,490428183,1116.4,29.99,30.76,31.4,29.8,-2.22,5,6.5,1.5
2000-07-07,0,24500,0,0,24500,25200,24300,8862760,2.20E+11,1.20E+13,490428183,1118.9,30.28,30.1,30.38,29.48,0.97,5,6.5,1.5
2000-07-10,-1,24150,-350,-1.43,24900,25100,23850,5127930,1.25E+11,1.18E+13,490428183,1117,29.69,29.99,30.15,29.53,-1.95,5,6.5,1.5
2000-07-11,-1,23900,-250,-1.04,24500,24700,23800,6287210,1.52E+11,1.17E+13,490428183,1118.7,29.7,29.75,29.79,29.18,0.03,5,6.5,1.5
2000-07-12,-1,23300,-600,-2.51,23750,24200,22800,8107530,1.91E+11,1.14E+13,490428183,1116.3,30.32,29.71,30.4,29.25,2.09,5,6.5,1.5
2000-07-13,1,23550,250,1.07,23500,24000,22800,6688370,1.57E+11,1.15E+13,490428183,1115.4,31.47,30.32,31.5,30.05,3.79,5,6.5,1.5
2000-07-14,-1,23400,-150,-0.64,24000,24100,23200,4722070,1.11E+11,1.15E+13,490428183,1114,31.4,31.5,31.6,31.02,-0.22,5,6.5,1.5
2000-07-18,1,23500,100,0.43,22900,23850,22900,3931930,92150854500,1.15E+13,490428183,1112.4,31.94,30.74,32.35,30.68,3.6,5,6.5,1.5
2000-07-19,-2,22200,-1300,-5.53,23050,23300,22000,6045350,1.36E+11,1.09E+13,490428183,1113.5,31.42,31.82,32.03,30.98,-1.63,5,6.5,1.5
2000-07-20,-2,19800,-2400,-10.81,21500,21500,19800,11874210,2.41E+11,9.71E+12,490428183,1113.3,30.93,31.3,31.68,30.25,-1.56,5,6.5,1.5
2000-07-21,1,20750,950,4.8,20400,21250,20200,12412490,2.57E+11,1.02E+13,490428183,1112.1,28.56,29.66,29.72,28.51,-7.66,5,6.5,1.5
2000-07-24,-2,18950,-1800,-8.67,20000,20000,18750,5120800,99253869000,9.29E+12,490428183,1112.3,28.02,28.51,28.69,27.96,-1.89,5,6.5,1.5
2000-07-25,-1,18250,-700,-3.69,18500,18700,17650,6238190,1.13E+11,8.95E+12,490428183,1113.4,27.95,28.01,28.4,27.87,-0.25,5,6.5,1.5
2000-07-26,1,18550,300,1.64,18050,18850,17550,7256250,1.33E+11,9.10E+12,490428183,1114.9,27.81,27.96,28.5,27.74,-0.5,5,6.5,1.5
2000-07-27,-1,18000,-550,-2.96,18000,18250,17850,3513050,63396740000,8.83E+12,490428183,1115.8,28.02,27.93,28.3,27.77,0.76,5,6.5,1.5
2000-07-28,-2,16450,-1550,-8.61,17000,17250,16100,6742930,1.13E+11,8.07E+12,490428183,1114.5,28.18,28.12,28.59,28.01,0.57,5,6.5,1.5
2000-07-31,2,17400,950,5.78,16050,17450,15800,5425320,90213835000,8.53E+12,490428183,1116.2,27.43,28.17,28.33,27.35,-2.66,5,6.5,1.5
2000-08-01,2,20000,2600,14.94,18000,20000,17800,11852780,2.28E+11,9.81E+12,490428183,1117.1,27.79,27.36,28.03,27.26,1.31,5,6.5,1.5
2000-08-02,-1,19550,-450,-2.25,20000,20150,18750,9099200,1.77E+11,9.59E+12,490428183,1116.2,28.26,27.79,28.6,27.75,1.69,5,6.5,1.5
2000-08-03,-1,19500,-50,-0.26,19950,20300,19200,5159620,1.01E+11,9.56E+12,490428183,1115.7,28.66,28.24,28.9,28.15,1.42,5,6.5,1.5
2000-08-04,-1,19100,-400,-2.05,19500,19600,19000,4154130,79878149000,9.37E+12,490428183,1114.8,29.96,28.75,30,28.7,4.54,5,6.5,1.5
2000-08-07,-1,18450,-650,-3.4,18300,18950,18250,2865920,53130642000,9.05E+12,490428183,1115.3,28.91,29.91,30.16,28.82,-3.5,5,6.5,1.5
2000-08-08,1,18600,150,0.81,18800,19200,18500,3377680,63237102000,9.12E+12,490428183,1116.2,29.12,28.8,29.34,28.66,0.73,5,6.5,1.5
2000-08-09,2,19950,1350,7.26,18950,20050,18900,6476170,1.27E+11,9.78E+12,490428183,1116.9,30.35,29.15,30.48,29.11,4.22,5,6.5,1.5
2000-08-10,1,20200,250,1.25,19900,20300,19450,4240010,84366960500,9.91E+12,490428183,1114.7,31.34,30.35,31.52,30.09,3.26,5,6.5,1.5
2000-08-11,-1,19400,-800,-3.96,19600,19700,19150,4033370,78342107000,9.51E+12,490428183,1114.1,31.02,31.23,31.85,30.9,-1.02,5,6.5,1.5
2000-08-14,1,19750,350,1.8,20700,20800,19650,3818840,76996658500,9.69E+12,490428183,1114.8,31.94,31.03,32,30.64,2.97,5,6.5,1.5
2000-08-16,2,22700,2950,14.94,21000,22700,20850,15575040,3.44E+11,1.11E+13,490428183,1114.9,31.8,31.69,31.9,31.1,0.41,5,6.5,1.5
2000-08-17,-1,21800,-900,-3.96,22750,23050,21500,9532680,2.11E+11,1.07E+13,490428183,1115,31.94,31.76,32.75,31.76,0.44,5,6.5,1.5
2000-08-18,1,21900,100,0.46,22500,22850,21850,4872490,1.09E+11,1.07E+13,490428183,1114.6,31.99,31.94,32.43,31.6,0.16,5,6.5,1.5
2000-08-21,1,22050,150,0.68,21550,22350,21550,2438310,53774534500,1.08E+13,490428183,1114.7,32.47,31.91,33,31.82,1.5,5,6.5,1.5
2000-08-22,1,22300,250,1.13,21800,22300,21750,2126740,46899700500,1.09E+13,490428183,1114.6,31.22,32.42,32.88,31.1,-3.85,5,6.5,1.5
2000-08-23,-1,21950,-350,-1.57,22400,22500,21800,2695480,59629366500,1.08E+13,490428183,1114.3,32.02,31.19,32.8,31.1,2.56,5,6.5,1.5
2000-08-24,1,22500,550,2.51,22500,22800,21950,4110580,91930276500,1.10E+13,490428183,1114.6,31.63,32.13,32.25,31.4,-1.22,5,6.5,1.5
2000-08-25,1,22650,150,0.67,22700,22700,22200,1688640,38005452000,1.11E+13,490428193,1114.2,32.03,31.63,32.15,31.47,1.26,5,6.5,1.5
2000-08-28,1,22800,150,0.66,22650,23150,22500,2029420,46469016500,1.12E+13,490428193,1114.2,32.87,31.96,32.9,31.83,2.62,5,6.5,1.5
2000-08-29,0,22800,0,0,22800,23050,22300,2158330,48725946000,1.12E+13,490428193,1113,32.74,32.87,33.04,32.56,-0.4,5,6.5,1.5
2000-08-30,-1,22150,-650,-2.85,22500,22600,22150,8916470,1.98E+11,1.09E+13,490428193,1111.2,33.32,32.7,33.4,32.15,1.77,5,6.5,1.5
2000-08-31,-2,20300,-1850,-8.35,21550,21750,19650,8470820,1.72E+11,9.96E+12,490428193,1108.8,33.12,33.26,33.7,32.97,-0.6,5,6.5,1.5
