일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2000/01/04,305500 ,"39,500",14.85,"300,000","305,500","283,000","1,483,967","444,233,178,500","45,775,746,373,500","149,838,777"
2000/01/05,279000 ,"-26,500",-8.67,"290,000","303,000","276,000","1,493,604","433,783,381,000","41,805,018,783,000","149,838,777"
2000/01/06,281000 ,"2,000",0.72,"287,500","289,000","279,000","1,087,810","308,005,325,000","42,104,696,337,000","149,838,777"
2000/01/07,277000 ,"-4,000",-1.42,"278,000","283,500","268,000","806,195","222,717,840,000","41,505,341,229,000","149,838,777"
2000/01/10,288500 ,"11,500",4.15,"280,000","288,500","279,000","937,615","265,754,492,500","43,228,487,164,500","149,838,777"
2000/01/11,288500 ,0,0.00,"291,000","305,000","288,500","1,194,974","355,643,429,000","43,228,487,164,500","149,838,777"
2000/01/12,286000 ,"-2,500",-0.87,"280,500","287,000","280,000","584,492","165,910,592,000","42,853,890,222,000","149,838,777"
2000/01/13,285500 ,-500,-0.17,"280,000","287,000","278,000","823,830","232,594,770,000","42,778,970,833,500","149,838,777"
2000/01/14,291500 ,"6,000",2.10,"286,000","294,000","284,000","987,576","286,306,579,000","43,678,003,495,500","149,838,777"
2000/01/17,305000 ,"13,500",4.63,"300,000","309,000","296,000","1,270,138","384,515,815,000","45,700,826,985,000","149,838,777"
2000/01/18,305000 ,0,0.00,"308,000","308,000","299,000","905,231","274,619,195,000","45,788,937,825,000","150,127,665"
2000/01/19,298000 ,"-7,000",-2.30,"300,000","302,000","298,000","804,159","240,922,307,000","44,738,044,170,000","150,127,665"
2000/01/20,302000 ,"4,000",1.34,"293,000","302,000","291,000","746,360","220,705,545,000","45,338,554,830,000","150,127,665"
2000/01/21,294000 ,"-8,000",-2.65,"297,500","299,000","294,000","650,728","192,644,672,000","44,137,533,510,000","150,127,665"
2000/01/24,285000 ,"-9,000",-3.06,"290,000","295,000","285,000","687,183","199,480,775,000","42,786,384,525,000","150,127,665"
2000/01/25,272000 ,"-13,000",-4.56,"276,000","282,000","272,000","885,067","244,837,929,000","40,834,724,880,000","150,127,665"
2000/01/26,274000 ,"2,000",0.74,"275,000","276,000","270,500","585,734","160,194,206,000","41,134,980,210,000","150,127,665"
2000/01/27,276000 ,"2,000",0.73,"274,000","281,000","271,500","558,083","154,449,013,000","41,435,235,540,000","150,127,665"
2000/01/28,291000 ,"15,000",5.43,"282,000","294,000","277,000","766,398","218,028,318,000","43,687,150,515,000","150,127,665"
2000/01/31,279000 ,"-12,000",-4.12,"282,000","286,500","278,000","792,689","223,323,631,000","41,885,618,535,000","150,127,665"
2000/02/01,266000 ,"-13,000",-4.66,"280,000","284,000","263,000","1,429,402","386,257,967,000","39,933,958,890,000","150,127,665"
2000/02/02,262500 ,"-3,500",-1.32,"261,000","268,500","255,500","1,282,143","335,283,427,500","39,408,512,062,500","150,127,665"
2000/02/03,256500 ,"-6,000",-2.29,"262,500","273,000","248,500","2,855,355","737,977,152,500","38,507,746,072,500","150,127,665"
2000/02/07,262000 ,"5,500",2.14,"257,000","266,500","252,000","1,282,835","334,235,680,000","39,333,448,230,000","150,127,665"
2000/02/08,271500 ,"9,500",3.63,"267,000","274,000","265,500","1,169,244","315,930,471,000","40,788,718,606,500","150,234,691"
2000/02/09,286000 ,"14,500",5.34,"278,000","286,000","274,000","1,021,023","286,111,628,000","42,967,121,626,000","150,234,691"
2000/02/10,288000 ,"2,000",0.70,"283,000","294,000","280,000","1,236,979","354,768,847,000","43,267,591,008,000","150,234,691"
2000/02/11,285000 ,"-3,000",-1.04,"298,000","298,000","284,000","693,257","200,367,240,000","42,816,886,935,000","150,234,691"
2000/02/14,269000 ,"-16,000",-5.61,"280,000","283,000","267,000","882,889","241,543,141,000","40,413,131,879,000","150,234,691"
2000/02/15,260000 ,"-9,000",-3.35,"269,000","271,000","257,000","766,393","199,764,900,000","39,061,019,660,000","150,234,691"
2000/02/16,250000 ,"-10,000",-3.85,"259,000","260,000","239,000","1,462,389","364,471,645,000","37,558,672,750,000","150,234,691"
2000/02/17,254000 ,"4,000",1.60,"247,000","255,000","245,500","1,303,738","327,533,342,000","38,159,611,514,000","150,234,691"
2000/02/18,265000 ,"11,000",4.33,"268,500","281,500","258,000","2,175,083","591,141,405,000","39,812,193,115,000","150,234,691"
2000/02/21,253500 ,"-11,500",-4.34,"260,000","263,000","251,500","529,722","135,655,987,000","38,084,494,168,500","150,234,691"
2000/02/22,256000 ,"2,500",0.99,"250,000","262,000","250,000","483,669","123,582,169,000","38,460,080,896,000","150,234,691"
2000/02/23,257000 ,"1,000",0.39,"261,000","263,000","255,000","554,497","142,798,204,000","38,610,315,587,000","150,234,691"
2000/02/24,253500 ,"-3,500",-1.36,"256,000","262,000","253,000","521,526","133,765,021,000","38,084,494,168,500","150,234,691"
2000/02/25,256000 ,"2,500",0.99,"254,000","257,500","249,000","557,527","140,658,967,000","38,460,080,896,000","150,234,691"
2000/02/28,240000 ,"-16,000",-6.25,"250,000","252,500","240,000","602,864","149,494,755,000","36,056,325,840,000","150,234,691"
2000/02/29,256000 ,"16,000",6.67,"245,000","257,000","242,000","1,036,420","260,006,750,000","38,460,080,896,000","150,234,691"
2000/03/02,294000 ,"38,000",14.84,"294,000","294,000","276,000","2,355,092","688,264,903,000","44,168,999,154,000","150,234,691"
2000/03/03,300000 ,"6,000",2.04,"310,000","312,500","294,000","2,819,891","856,887,655,000","45,092,899,200,000","150,309,664"
2000/03/06,282000 ,"-18,000",-6.00,"300,000","302,500","280,000","783,020","227,062,015,000","42,387,325,248,000","150,309,664"
2000/03/07,281000 ,"-1,000",-0.35,"280,000","282,000","274,000","601,414","167,698,314,000","42,237,015,584,000","150,309,664"
2000/03/08,296000 ,"15,000",5.34,"276,000","300,000","275,000","649,288","186,907,638,000","44,491,660,544,000","150,309,664"
2000/03/09,281000 ,"-15,000",-5.07,"298,500","299,000","281,000","1,117,890","320,750,395,000","42,237,015,584,000","150,309,664"
2000/03/10,277000 ,"-4,000",-1.42,"289,500","290,000","276,000","572,199","160,666,743,000","41,635,776,928,000","150,309,664"
2000/03/13,259000 ,"-18,000",-6.50,"274,000","274,500","258,000","644,358","168,978,312,000","38,930,202,976,000","150,309,664"
2000/03/14,260500 ,"1,500",0.58,"258,500","269,000","258,000","601,241","157,685,620,500","39,155,667,472,000","150,309,664"
2000/03/15,270000 ,"9,500",3.65,"260,000","270,000","256,000","922,141","242,884,995,000","40,583,609,280,000","150,309,664"
2000/03/16,270000 ,0,0.00,"274,000","276,000","268,000","575,981","156,629,970,000","40,583,609,280,000","150,309,664"
2000/03/17,274000 ,"4,000",1.48,"277,000","278,000","270,000","481,685","132,249,220,000","41,184,847,936,000","150,309,664"
2000/03/20,283000 ,"9,000",3.28,"280,000","285,500","276,500","527,321","148,499,758,000","42,537,634,912,000","150,309,664"
2000/03/21,294000 ,"11,000",3.89,"285,000","297,000","280,500","898,587","262,293,468,000","44,191,041,216,000","150,309,664"
2000/03/22,310000 ,"16,000",5.44,"298,000","315,000","294,000","1,739,537","536,035,390,000","46,595,995,840,000","150,309,664"
2000/03/23,310000 ,0,0.00,"324,000","329,000","310,000","1,299,012","414,999,990,000","46,595,995,840,000","150,309,664"
2000/03/24,340000 ,"30,000",9.68,"316,000","356,000","309,000","1,805,280","596,754,130,000","51,105,285,760,000","150,309,664"
2000/03/27,340000 ,0,0.00,"348,000","352,000","335,000","1,354,691","464,607,040,000","51,105,285,760,000","150,309,664"
2000/03/28,351500 ,"11,500",3.38,"345,000","363,000","341,000","1,488,500","525,111,520,000","52,833,846,896,000","150,309,664"
2000/03/29,383000 ,"31,500",8.96,"351,500","384,000","349,000","1,561,874","574,781,217,000","57,568,601,312,000","150,309,664"
2000/03/30,352500 ,"-30,500",-7.96,"376,000","378,000","352,500","1,492,996","543,871,900,000","52,984,156,560,000","150,309,664"
2000/03/31,335000 ,"-17,500",-4.96,"340,000","353,500","332,500","1,277,121","437,500,300,000","50,353,737,440,000","150,309,664"
2000/04/03,355000 ,"20,000",5.97,"346,000","366,000","343,000","1,136,142","404,091,395,000","53,359,930,720,000","150,309,664"
2000/04/04,340000 ,"-15,000",-4.23,"350,000","364,500","333,000","1,166,838","400,956,090,000","51,105,285,760,000","150,309,664"
2000/04/06,334000 ,"-6,000",-1.76,"343,000","348,000","334,000","944,729","321,846,261,000","50,243,330,756,000","150,429,134"
2000/04/07,360000 ,"26,000",7.78,"343,000","363,000","339,000","847,198","298,385,545,000","54,154,488,240,000","150,429,134"
2000/04/10,365000 ,"5,000",1.39,"375,000","375,000","360,000","717,709","262,885,305,000","54,906,633,910,000","150,429,134"
2000/04/11,355000 ,"-10,000",-2.74,"360,000","360,000","347,500","581,565","204,824,945,000","53,402,342,570,000","150,429,134"
2000/04/12,345500 ,"-9,500",-2.68,"348,000","351,500","343,000","705,096","244,481,788,000","51,973,265,797,000","150,429,134"
2000/04/14,313000 ,"-32,500",-9.41,"330,000","334,000","313,000","1,247,397","400,797,681,000","47,084,318,942,000","150,429,134"
2000/04/17,276000 ,"-37,000",-11.82,"271,000","287,500","267,000","1,561,048","432,231,858,000","41,518,440,984,000","150,429,134"
2000/04/18,302000 ,"26,000",9.42,"310,000","312,000","293,000","1,474,625","445,144,155,000","45,429,598,468,000","150,429,134"
2000/04/19,300000 ,"-2,000",-0.66,"315,000","323,000","293,000","1,212,342","377,585,060,000","45,128,740,200,000","150,429,134"
2000/04/20,301000 ,"1,000",0.33,"298,000","308,000","296,000","746,719","225,903,399,000","45,279,169,334,000","150,429,134"
2000/04/21,302500 ,"1,500",0.50,"303,000","309,000","298,500","528,513","159,713,862,500","45,504,813,035,000","150,429,134"
2000/04/24,290000 ,"-12,500",-4.13,"298,500","301,500","288,000","556,613","163,508,905,000","43,624,448,860,000","150,429,134"
2000/04/25,282000 ,"-8,000",-2.76,"281,000","288,000","276,000","698,014","196,733,683,000","42,421,015,788,000","150,429,134"
2000/04/26,280000 ,"-2,000",-0.71,"291,000","293,000","280,000","785,860","224,987,320,000","42,120,157,520,000","150,429,134"
2000/04/27,270000 ,"-10,000",-3.57,"276,000","285,000","270,000","1,082,253","298,646,390,000","40,615,866,180,000","150,429,134"
2000/04/28,300000 ,"30,000",11.11,"275,000","305,000","273,000","1,510,624","437,294,085,000","45,128,740,200,000","150,429,134"
2000/05/02,314000 ,"14,000",4.67,"310,000","326,500","306,000","1,446,713","454,937,892,000","47,314,150,198,000","150,682,007"
2000/05/03,309000 ,"-5,000",-1.59,"312,000","313,000","304,500","531,786","163,973,524,000","46,560,740,163,000","150,682,007"
2000/05/04,309000 ,0,0.00,"311,000","318,000","307,000","522,021","163,004,509,000","46,560,740,163,000","150,682,007"
2000/05/08,328000 ,"19,000",6.15,"320,000","335,000","315,000","1,053,944","346,068,487,000","49,423,698,296,000","150,682,007"
2000/05/09,318500 ,"-9,500",-2.90,"325,000","327,000","317,000","1,010,990","325,172,445,000","47,992,219,229,500","150,682,007"
2000/05/10,317500 ,"-1,000",-0.31,"316,000","319,500","313,500","552,476","174,697,880,000","47,841,537,222,500","150,682,007"
2000/05/12,308000 ,"-9,500",-2.99,"321,000","322,000","308,000","943,445","295,205,455,000","46,410,058,156,000","150,682,007"
2000/05/15,322000 ,"14,000",4.55,"314,500","326,500","311,000","942,417","301,055,794,000","48,519,606,254,000","150,682,007"
2000/05/16,340000 ,"18,000",5.59,"325,500","340,000","325,500","792,495","263,429,735,000","51,231,882,380,000","150,682,007"
2000/05/17,346000 ,"6,000",1.76,"350,000","367,000","346,000","1,524,758","540,996,983,000","52,135,974,422,000","150,682,007"
2000/05/18,340000 ,"-6,000",-1.73,"337,000","350,000","334,000","731,638","248,884,705,000","51,231,882,380,000","150,682,007"
2000/05/19,345000 ,"5,000",1.47,"337,000","345,000","330,000","829,049","280,066,295,000","51,985,292,415,000","150,682,007"
2000/05/22,333500 ,"-11,500",-3.33,"336,000","341,500","331,000","727,774","244,394,719,000","50,252,449,334,500","150,682,007"
2000/05/23,319000 ,"-14,500",-4.35,"325,000","335,000","317,500","825,886","268,229,014,000","48,067,560,233,000","150,682,007"
2000/05/24,310000 ,"-9,000",-2.82,"308,000","318,500","296,000","1,443,050","440,266,295,000","46,711,422,170,000","150,682,007"
2000/05/25,300000 ,"-10,000",-3.23,"316,500","319,000","296,500","1,719,303","524,805,835,000","45,230,494,800,000","150,768,316"
2000/05/26,280000 ,"-20,000",-6.67,"295,000","299,500","280,000","1,342,077","386,580,230,000","42,215,128,480,000","150,768,316"
2000/05/29,273000 ,"-7,000",-2.50,"263,000","284,000","262,000","1,342,608","368,331,314,000","41,159,750,268,000","150,768,316"
2000/05/30,290000 ,"17,000",6.23,"280,000","290,000","276,000","1,299,038","365,383,430,000","43,722,811,640,000","150,768,316"
2000/05/31,308000 ,"18,000",6.21,"300,000","314,500","298,000","1,678,705","517,615,625,000","46,436,641,328,000","150,768,316"
2000/06/01,315000 ,"7,000",2.27,"310,000","320,500","306,000","1,004,689","316,206,070,000","47,492,019,540,000","150,768,316"
2000/06/02,331000 ,"16,000",5.08,"334,500","345,000","325,500","1,687,778","567,546,263,000","49,904,312,596,000","150,768,316"
2000/06/05,337000 ,"6,000",1.81,"346,000","349,000","334,000","960,247","326,804,129,000","50,808,922,492,000","150,768,316"
2000/06/07,340000 ,"3,000",0.89,"330,000","349,000","325,500","1,067,336","360,164,295,000","51,261,227,440,000","150,768,316"
2000/06/08,326500 ,"-13,500",-3.97,"333,000","348,000","326,500","1,171,017","393,907,265,500","49,225,855,174,000","150,768,316"
2000/06/09,351000 ,"24,500",7.50,"330,000","352,000","326,500","1,277,296","437,488,896,000","52,919,678,916,000","150,768,316"
2000/06/12,359500 ,"8,500",2.42,"360,000","364,000","351,500","990,305","354,493,952,500","54,201,209,602,000","150,768,316"
2000/06/13,353000 ,"-6,500",-1.81,"353,000","355,000","343,500","849,970","297,624,230,000","53,221,215,548,000","150,768,316"
2000/06/14,382000 ,"29,000",8.22,"361,500","382,000","354,500","1,260,474","459,159,333,000","57,644,250,378,000","150,901,179"
2000/06/15,350000 ,"-32,000",-8.38,"378,000","378,000","350,000","1,224,547","445,188,265,000","52,815,412,650,000","150,901,179"
2000/06/16,337000 ,"-13,000",-3.71,"345,000","348,000","335,500","1,329,127","452,102,119,000","50,853,697,323,000","150,901,179"
2000/06/19,335000 ,"-2,000",-0.59,"330,000","347,500","327,500","1,071,256","361,861,220,000","50,551,894,965,000","150,901,179"
2000/06/20,357000 ,"22,000",6.57,"347,000","359,000","341,500","1,195,878","419,464,846,000","53,871,720,903,000","150,901,179"
2000/06/21,354000 ,"-3,000",-0.84,"365,000","369,000","353,500","751,795","271,565,375,000","53,419,017,366,000","150,901,179"
2000/06/22,352000 ,"-2,000",-0.56,"362,000","363,500","348,000","672,733","239,653,871,000","53,117,215,008,000","150,901,179"
2000/06/23,350000 ,"-2,000",-0.57,"349,000","350,500","343,000","584,323","202,803,860,000","52,815,412,650,000","150,901,179"
2000/06/26,360500 ,"10,500",3.00,"355,000","368,000","349,500","799,690","287,766,925,000","54,399,875,029,500","150,901,179"
2000/06/27,365500 ,"5,000",1.39,"366,000","372,000","359,500","910,783","332,051,421,500","55,154,380,924,500","150,901,179"
2000/06/28,376000 ,"10,500",2.87,"361,000","377,000","361,000","945,903","349,945,098,000","56,738,843,304,000","150,901,179"
2000/06/29,374500 ,"-1,500",-0.40,"380,000","387,000","369,000","1,222,497","463,345,406,500","56,512,491,535,500","150,901,179"
2000/06/30,369000 ,"-5,500",-1.47,"372,000","377,000","364,500","705,080","261,134,740,000","55,682,535,051,000","150,901,179"
2000/07/03,375000 ,"6,000",1.63,"372,000","377,500","371,000","519,515","194,170,165,000","56,587,942,125,000","150,901,179"
2000/07/04,367500 ,"-7,500",-2.00,"380,000","381,000","367,500","656,229","245,177,522,500","55,490,215,987,500","150,993,785"
2000/07/05,371500 ,"4,000",1.09,"369,500","376,000","367,500","497,988","184,961,557,000","56,094,191,127,500","150,993,785"
2000/07/06,365000 ,"-6,500",-1.75,"362,000","367,500","359,000","1,206,852","437,434,375,000","55,112,731,525,000","150,993,785"
2000/07/07,368000 ,"3,000",0.82,"367,000","373,000","361,500","811,625","299,889,075,000","55,565,712,880,000","150,993,785"
2000/07/10,380000 ,"12,000",3.26,"372,000","381,500","370,500","850,172","321,570,385,000","57,377,638,300,000","150,993,785"
2000/07/11,372500 ,"-7,500",-1.97,"379,000","387,000","372,500","698,992","265,516,110,000","56,245,184,912,500","150,993,785"
2000/07/12,382000 ,"9,500",2.55,"376,000","383,000","373,000","802,868","304,208,976,000","57,679,625,870,000","150,993,785"
2000/07/13,388000 ,"6,000",1.57,"385,000","394,000","378,500","976,116","378,656,568,000","58,585,588,580,000","150,993,785"
2000/07/14,377500 ,"-10,500",-2.71,"389,000","392,000","377,000","608,514","231,856,865,000","57,000,153,837,500","150,993,785"
2000/07/18,373000 ,"-4,500",-1.19,"377,500","381,000","372,000","392,106","147,218,208,000","56,320,681,805,000","150,993,785"
2000/07/19,360000 ,"-13,000",-3.49,"368,000","369,500","357,000","801,065","289,675,980,000","54,357,762,600,000","150,993,785"
2000/07/20,345000 ,"-15,000",-4.17,"353,000","355,500","342,000","806,380","280,175,100,000","52,092,855,825,000","150,993,785"
2000/07/21,346000 ,"1,000",0.29,"348,000","352,500","338,000","967,901","332,804,946,000","52,243,849,610,000","150,993,785"
2000/07/24,319000 ,"-27,000",-7.80,"332,000","337,000","318,000","980,364","319,216,176,000","48,167,017,415,000","150,993,785"
2000/07/25,314000 ,"-5,000",-1.57,"315,500","320,000","306,000","1,134,767","355,266,488,000","47,412,048,490,000","150,993,785"
2000/07/26,327500 ,"13,500",4.30,"320,000","329,000","318,000","1,094,925","353,880,537,500","49,450,464,587,500","150,993,785"
2000/07/27,311500 ,"-16,000",-4.89,"311,000","318,000","305,000","870,865","270,780,927,500","47,034,564,027,500","150,993,785"
2000/07/28,286500 ,"-25,000",-8.03,"290,000","295,500","285,500","1,660,739","481,900,028,500","43,259,719,402,500","150,993,785"
2000/07/31,295000 ,"8,500",2.97,"286,500","295,500","277,500","932,312","267,474,100,000","44,543,166,575,000","150,993,785"
2000/08/01,311000 ,"16,000",5.42,"298,000","313,500","293,500","1,062,466","322,822,646,000","46,959,067,135,000","150,993,785"
2000/08/02,303500 ,"-7,500",-2.41,"305,000","308,500","296,500","743,825","225,322,092,500","45,888,635,793,500","151,198,141"
2000/08/03,301500 ,"-2,000",-0.66,"309,000","309,000","298,500","556,342","168,812,763,000","45,586,239,511,500","151,198,141"
2000/08/04,296000 ,"-5,500",-1.82,"296,500","300,500","292,500","472,137","139,762,577,000","44,754,649,736,000","151,198,141"
2000/08/07,279000 ,"-17,000",-5.74,"287,000","288,500","279,000","575,355","162,892,430,000","42,184,281,339,000","151,198,141"
2000/08/08,279000 ,0,0.00,"283,000","287,500","278,500","669,550","190,123,750,000","42,184,281,339,000","151,198,141"
2000/08/09,300000 ,"21,000",7.53,"284,000","302,000","284,000","791,495","232,363,815,000","45,359,442,300,000","151,198,141"
2000/08/10,308000 ,"8,000",2.67,"300,000","308,000","293,000","816,612","245,976,091,000","46,569,027,428,000","151,198,141"
2000/08/11,298000 ,"-10,000",-3.25,"300,000","303,500","294,000","676,890","202,230,360,000","45,057,046,018,000","151,198,141"
2000/08/14,301000 ,"3,000",1.01,"303,000","308,000","300,000","474,664","143,730,689,000","45,510,640,441,000","151,198,141"
2000/08/16,321000 ,"20,000",6.64,"325,000","326,500","316,500","1,038,360","334,128,800,000","48,534,603,261,000","151,198,141"
2000/08/17,322000 ,"1,000",0.31,"324,000","328,000","317,000","726,926","234,926,652,000","48,685,801,402,000","151,198,141"
2000/08/18,310000 ,"-12,000",-3.73,"325,000","326,000","310,000","427,433","135,827,365,000","46,871,423,710,000","151,198,141"
2000/08/21,313500 ,"3,500",1.13,"310,000","317,000","309,500","419,000","131,278,270,000","47,400,617,203,500","151,198,141"
2000/08/22,323000 ,"9,500",3.03,"313,000","323,500","312,000","554,252","177,367,446,000","48,836,999,543,000","151,198,141"
2000/08/23,309500 ,"-13,500",-4.18,"322,500","322,500","308,000","558,191","174,507,314,500","46,795,824,639,500","151,198,141"
2000/08/24,311000 ,"1,500",0.48,"313,000","315,000","305,000","634,031","196,605,246,000","47,022,621,851,000","151,198,141"
2000/08/25,320000 ,"9,000",2.89,"309,000","320,000","305,500","439,289","136,781,865,000","48,383,405,120,000","151,198,141"
2000/08/28,316500 ,"-3,500",-1.09,"317,000","319,000","313,000","352,697","111,643,715,500","47,854,211,626,500","151,198,141"
2000/08/29,311000 ,"-5,500",-1.74,"316,000","319,000","308,000","335,311","105,006,006,000","47,022,621,851,000","151,198,141"
2000/08/30,301500 ,"-9,500",-3.05,"307,000","309,500","301,000","474,778","143,977,802,000","45,586,239,511,500","151,198,141"
2000/08/31,273500 ,"-28,000",-9.29,"295,000","295,000","269,000","2,282,425","636,109,657,500","41,352,691,563,500","151,198,141"
2000/09/01,277000 ,"3,500",1.28,"277,000","280,000","271,000","999,150","276,014,285,000","41,891,224,943,000","151,231,859"
2000/09/04,267000 ,"-10,000",-3.61,"272,000","277,500","265,500","572,580","154,683,545,000","40,378,906,353,000","151,231,859"
2000/09/05,257500 ,"-9,500",-3.56,"263,000","267,000","251,500","1,595,388","408,767,870,000","38,942,203,692,500","151,231,859"
2000/09/06,257500 ,0,0.00,"260,000","264,000","254,500","1,062,450","276,012,075,000","38,942,203,692,500","151,231,859"
2000/09/07,239500 ,"-18,000",-6.99,"247,000","249,000","238,000","1,678,143","410,803,223,500","36,220,030,230,500","151,231,859"
2000/09/08,244000 ,"4,500",1.88,"245,000","246,500","239,500","1,143,428","277,596,172,000","36,900,573,596,000","151,231,859"
2000/09/14,235500 ,"-8,500",-3.48,"230,000","235,500","222,000","2,122,625","483,764,857,500","35,615,102,794,500","151,231,859"
2000/09/15,217500 ,"-18,000",-7.64,"225,000","231,000","215,000","1,653,972","369,940,745,000","32,892,929,332,500","151,231,859"
2000/09/18,198500 ,"-19,000",-8.74,"200,500","206,000","185,000","2,926,173","564,157,865,500","30,019,524,011,500","151,231,859"
2000/09/19,208000 ,"9,500",4.79,"199,500","218,500","195,000","2,010,503","416,741,919,000","31,456,226,672,000","151,231,859"
2000/09/20,230000 ,"22,000",10.58,"230,000","233,000","223,000","2,068,299","474,701,795,000","34,783,327,570,000","151,231,859"
2000/09/21,220000 ,"-10,000",-4.35,"229,500","233,000","216,000","1,308,910","293,120,715,000","33,271,008,980,000","151,231,859"
2000/09/22,190000 ,"-30,000",-13.64,"192,000","202,500","189,000","2,065,320","402,699,340,000","28,734,053,210,000","151,231,859"
2000/09/25,204500 ,"14,500",7.63,"194,000","205,500","192,000","1,319,773","265,095,288,500","30,926,915,165,500","151,231,859"
2000/09/26,200000 ,"-4,500",-2.20,"195,000","202,000","195,000","1,168,610","232,566,310,000","30,246,371,800,000","151,231,859"
2000/09/27,201500 ,"1,500",0.75,"200,000","205,000","198,000","1,395,909","281,162,363,500","30,473,219,588,500","151,231,859"
2000/09/28,203000 ,"1,500",0.74,"205,000","209,500","201,500","1,049,400","215,047,630,000","30,700,067,377,000","151,231,859"
2000/09/29,202000 ,"-1,000",-0.49,"206,000","206,000","197,000","1,150,741","231,773,502,000","30,548,835,518,000","151,231,859"
2000/10/02,190500 ,"-11,500",-5.69,"192,000","194,000","188,000","822,417","156,891,993,500","28,809,669,139,500","151,231,859"
2000/10/04,194500 ,"4,000",2.10,"185,000","197,500","179,500","1,652,739","314,228,545,500","29,414,596,575,500","151,231,859"
2000/10/05,197000 ,"2,500",1.29,"201,000","204,000","197,000","1,254,995","251,544,615,000","29,792,676,223,000","151,231,859"
2000/10/06,195000 ,"-2,000",-1.02,"190,000","195,000","188,000","1,098,710","210,086,525,000","29,490,212,505,000","151,231,859"
2000/10/09,184500 ,"-10,500",-5.38,"191,000","192,000","184,000","1,263,995","235,936,452,500","27,902,277,985,500","151,231,859"
2000/10/10,183000 ,"-1,500",-0.81,"185,000","190,500","179,500","1,242,900","228,438,125,000","27,675,430,197,000","151,231,859"
2000/10/11,161000 ,"-22,000",-12.02,"172,500","173,000","160,500","2,072,111","343,208,186,000","24,348,329,299,000","151,231,859"
2000/10/12,157000 ,"-4,000",-2.48,"157,000","164,000","157,000","1,590,749","254,026,263,000","23,743,401,863,000","151,231,859"
2000/10/13,151500 ,"-5,500",-3.50,"150,000","154,500","141,500","2,305,962","339,222,663,000","22,911,626,638,500","151,231,859"
2000/10/16,158000 ,"6,500",4.29,"165,000","169,000","156,500","2,326,392","380,709,871,000","23,894,633,722,000","151,231,859"
2000/10/17,137000 ,"-21,000",-13.29,"149,000","154,000","136,500","1,306,045","190,965,820,000","20,718,764,683,000","151,231,859"
2000/10/18,136500 ,-500,-0.36,"127,000","138,000","121,000","3,284,311","424,038,551,500","20,643,148,753,500","151,231,859"
2000/10/19,145000 ,"8,500",6.23,"136,500","152,500","134,500","2,754,409","396,146,785,000","21,928,619,555,000","151,231,859"
2000/10/20,166500 ,"21,500",14.83,"162,000","166,500","159,500","2,376,542","390,255,628,000","25,180,104,523,500","151,231,859"
2000/10/23,160000 ,"-6,500",-3.90,"174,500","176,000","158,000","2,799,260","467,398,090,000","24,197,097,440,000","151,231,859"
2000/10/24,167000 ,"7,000",4.38,"159,000","171,000","155,000","1,942,318","318,900,646,000","25,255,720,453,000","151,231,859"
2000/10/25,160500 ,"-6,500",-3.89,"160,000","163,000","156,500","1,374,694","219,256,417,000","24,272,713,369,500","151,231,859"
2000/10/26,144500 ,"-16,000",-9.97,"146,500","151,500","137,000","2,665,890","388,573,670,000","21,853,003,625,500","151,231,859"
2000/10/27,142000 ,"-2,500",-1.73,"148,000","151,000","142,000","1,463,360","216,174,590,000","21,474,923,978,000","151,231,859"
2000/10/30,137500 ,"-4,500",-3.17,"140,000","144,000","136,000","736,657","102,704,212,500","20,794,380,612,500","151,231,859"
2000/10/31,142500 ,"5,000",3.64,"137,500","142,500","131,500","1,263,847","175,789,332,500","21,551,439,795,000","151,238,174"
2000/11/01,163000 ,"20,500",14.39,"150,000","163,500","148,000","1,883,300","291,339,350,000","24,651,822,362,000","151,238,174"
2000/11/02,166000 ,"3,000",1.84,"160,000","171,500","158,500","2,463,636","407,834,726,000","25,105,536,884,000","151,238,174"
2000/11/03,172000 ,"6,000",3.61,"171,000","173,500","168,500","1,608,435","275,109,945,000","26,012,965,928,000","151,238,174"
2000/11/06,175500 ,"3,500",2.03,"173,000","183,500","169,000","1,437,330","256,899,445,000","26,542,299,537,000","151,238,174"
2000/11/07,172000 ,"-3,500",-1.99,"173,000","177,500","169,000","1,074,804","186,882,808,000","26,012,965,928,000","151,238,174"
2000/11/08,170500 ,"-1,500",-0.87,"170,000","173,000","164,000","1,164,384","196,955,752,000","25,786,108,667,000","151,238,174"
2000/11/09,170000 ,-500,-0.29,"165,000","171,500","163,000","1,046,171","174,508,465,000","25,710,489,580,000","151,238,174"
2000/11/10,169000 ,"-1,000",-0.59,"168,000","172,000","166,000","702,840","118,635,550,000","25,559,251,406,000","151,238,174"
2000/11/13,157500 ,"-11,500",-6.80,"161,000","163,000","155,000","1,021,457","162,835,567,500","23,820,012,405,000","151,238,174"
2000/11/14,164500 ,"7,000",4.44,"160,500","166,000","160,500","635,154","103,526,013,000","24,878,679,623,000","151,238,174"
2000/11/15,169500 ,"5,000",3.04,"172,500","173,000","166,000","1,114,464","190,582,508,000","25,634,870,493,000","151,238,174"
2000/11/16,164000 ,"-5,500",-3.24,"170,000","171,000","162,500","748,446","124,661,744,000","24,803,060,536,000","151,238,174"
2000/11/17,161000 ,"-3,000",-1.83,"159,000","161,500","157,500","724,553","115,421,163,000","24,349,346,014,000","151,238,174"
