date,종가,환율,유가종가,유가오픈,유가고가,유가저가,유가변동률,한국은행기준금리,연준기준금리,한미기준금리차이,반도체수출금액지수,SOX종가,SOX변동률,BTC종가,BTC변동률,등락.분류
2019-06-19,67200,1185.0,53.76,54.09,54.42,53.28,-0.26,1.75,2.5,0.75,149.27,1407.3,0.08,9255.4,1.93,2
2020-05-20,84100,1224.5,33.49,31.89,33.78,31.56,3.05,0.75,0.25,-0.5,173.6,1840.79,3.67,9512.3,-2.67,1
2012-03-27,30450,1138.1,107.33,107.09,107.73,106.52,0.28,3.25,0.25,-3.0,72.52,441.6,-0.06,4.8,4.11,1
2015-01-29,47400,1082.9,44.53,44.43,44.96,43.58,0.18,2.0,0.25,-1.75,102.6,666.63,0.08,234.0,-0.92,-1
2016-06-08,28550,1163.2,51.23,50.41,51.62,50.32,1.73,1.5,0.5,-1.0,100.66,710.19,-0.05,580.5,0.86,-1
2016-06-01,28500,1190.5,49.01,48.82,49.25,47.75,-0.18,1.5,0.5,-1.0,100.66,703.29,0.56,537.4,1.6,-1
2012-11-05,26150,1091.2,85.65,84.65,85.9,84.34,0.93,2.75,0.25,-2.5,87.23,378.38,1.63,10.8,-0.46,1
2018-06-18,84000,1091.4,65.85,64.4,65.98,63.59,1.21,1.5,2.0,0.5,197.78,1407.91,-0.99,6719.8,4.02,-1
2017-12-05,77900,1088.3,57.62,57.48,57.92,57.08,0.26,1.5,1.25,-0.25,185.53,1228.51,0.05,11667.1,0.37,-1
2016-10-27,43000,1132.4,49.72,49.22,50.06,49.0,1.1,1.25,0.5,-0.75,107.3,823.74,-0.42,682.3,1.13,1
2015-12-24,31700,1171.7,38.1,37.86,38.28,37.38,1.6,1.5,0.5,-1.0,78.93,674.39,0.39,453.0,2.38,-1
2013-08-13,28300,1113.0,106.83,106.15,107.2,105.56,0.68,2.5,0.25,-2.25,102.85,479.07,1.15,109.6,2.61,1
2014-04-01,37000,1066.1,99.74,101.53,101.57,99.28,-1.81,2.5,0.25,-2.25,91.69,595.91,1.56,463.5,4.23,1
2013-06-11,32500,1123.6,95.38,95.76,95.91,94.04,-0.41,2.5,0.25,-2.25,91.17,463.43,-2.22,109.0,2.49,-1
2015-06-29,42600,1115.1,58.33,58.84,59.27,58.04,-2.18,1.75,0.25,-1.5,100.95,678.07,-2.91,257.0,3.25,1
2016-03-31,28150,1153.5,38.34,38.3,39.04,37.57,0.05,1.5,0.5,-1.0,100.61,676.89,-0.57,415.7,0.78,-1
2010-08-30,22500,1195.2,74.7,75.5,75.58,74.01,-0.63,2.0,0.25,-1.75,90.74,313.58,-2.54,0.1,0.0,-1
2014-10-20,44900,1062.7,82.71,83.13,83.48,81.55,-0.05,2.25,0.25,-2.0,113.63,584.15,1.53,380.4,-1.78,1
2021-03-02,144500,1121.8,59.75,60.23,61.21,59.38,-1.47,0.5,0.25,-0.25,195.37,3070.94,-3.1,48424.2,-2.36,1
2015-12-09,30250,1176.0,37.16,37.86,38.99,36.87,-0.93,1.5,0.25,-1.25,78.93,670.29,-1.29,416.0,1.3,1
2016-10-25,41050,1134.5,49.96,50.49,50.93,49.27,-1.11,1.25,0.5,-0.75,107.3,828.67,-0.13,651.0,0.08,1
2015-01-02,47750,1099.2,52.69,53.76,55.11,52.03,-3.44,2.0,0.25,-1.75,102.6,686.73,-0.02,315.2,0.1,0
2020-07-20,82200,1205.7,40.81,40.64,40.91,39.83,0.54,0.5,0.25,-0.25,164.17,2110.47,2.0,9162.4,-0.5,-1
2019-04-05,79000,1135.5,63.08,62.18,63.34,61.82,1.58,1.75,2.5,0.75,164.28,1477.65,0.8,5010.2,2.2,1
2020-01-30,94000,1176.0,52.14,53.09,53.2,51.66,-2.23,1.25,1.75,0.5,149.88,1855.8,-0.16,9507.3,2.24,-1
2019-02-13,76200,1124.6,53.9,53.35,54.6,53.27,1.51,1.75,2.5,0.75,132.76,1340.71,0.3,3611.5,-0.56,1
2021-03-09,136500,1131.3,64.01,64.73,65.98,63.63,-1.6,0.5,0.25,-0.25,195.37,2932.21,6.13,54879.0,4.91,1
2020-11-16,98000,1115.1,41.34,40.17,42.09,40.15,3.02,0.5,0.25,-0.25,174.85,2570.98,2.48,16715.8,4.78,2
2016-02-03,27450,1203.1,32.28,29.75,32.75,29.4,8.03,1.5,0.5,-1.0,78.93,597.11,0.24,368.0,-1.58,-1
2014-11-06,47950,1078.7,77.91,78.87,78.98,77.12,-0.98,2.0,0.25,-1.75,102.6,643.3,-0.88,347.7,2.86,1
2012-06-21,24550,1152.7,78.2,81.08,81.2,77.93,-4.4,3.25,0.25,-3.0,74.69,372.71,-4.09,6.7,0.0,-1
2010-08-26,22600,1195.4,73.36,72.82,73.98,72.54,1.16,2.0,0.25,-1.75,90.74,315.23,-1.95,0.1,0.0,1
2021-03-16,140500,1135.9,64.8,65.33,65.43,63.8,-0.9,0.5,0.25,-0.25,195.37,3070.32,1.26,56889.7,1.97,1
2010-11-04,22950,1110.3,86.49,85.09,86.83,84.92,2.13,2.25,0.25,-2.0,80.1,389.75,3.16,0.2,0.0,2
2019-08-30,77400,1215.2,55.1,56.63,56.72,54.55,-2.84,1.5,2.25,0.75,170.23,1504.92,0.61,9585.4,0.99,2
2013-10-15,33450,1072.3,101.21,102.19,102.46,100.87,-1.17,2.5,0.25,-2.25,101.29,496.5,-0.89,158.1,4.44,1
2015-03-11,43400,1119.5,48.17,48.77,49.05,47.33,-0.25,2.0,0.25,-1.75,102.6,703.16,0.27,295.6,1.45,-1
2015-06-24,43350,1104.1,60.27,61.14,61.57,59.8,-1.21,1.75,0.25,-1.5,100.95,716.49,-1.02,240.6,-1.31,-1
2019-08-08,72300,1214.5,52.54,52.33,53.06,51.94,2.84,1.5,2.25,0.75,170.23,1491.26,2.7,12191.6,1.48,-1
2010-11-12,22800,1107.5,84.88,87.73,87.85,84.52,-3.34,2.25,0.25,-2.0,80.1,382.61,0.03,0.3,0.0,-1
2016-09-02,36650,1119.3,44.44,43.55,44.67,43.16,2.97,1.25,0.5,-0.75,109.03,806.95,-0.17,575.3,0.58,1
2021-04-07,143500,1122.9,59.77,59.26,60.04,58.12,0.74,0.5,0.25,-0.25,200.03,3266.46,0.01,55948.7,-3.53,1
2019-06-27,70200,1158.2,59.43,59.27,59.73,58.61,0.08,1.75,2.5,0.75,149.27,1456.9,1.47,11287.8,-13.59,1
2020-10-23,83900,1134.1,39.85,40.61,40.92,39.57,-1.94,0.5,0.25,-0.25,174.85,2360.23,-0.43,12934.1,-0.31,1
2020-02-11,99800,1189.8,49.94,49.61,50.69,49.58,0.75,1.25,1.75,0.5,182.42,1931.08,2.02,10229.5,3.81,1
2016-11-04,41200,1140.6,44.07,44.63,44.87,43.57,-1.32,1.25,0.5,-0.75,110.76,802.88,-0.63,702.1,2.51,1
2016-10-31,41000,1145.2,46.86,48.25,48.74,46.63,-3.78,1.25,0.5,-0.75,107.3,823.52,0.57,698.7,0.2,-1
2018-04-17,82800,1073.1,66.52,66.42,66.75,65.56,0.45,1.5,1.75,0.25,187.7,1357.72,1.89,7908.6,-2.0,-1
2010-08-04,21600,1168.7,82.47,82.42,82.97,81.62,-0.1,2.0,0.25,-1.75,90.74,354.71,0.99,0.1,0.0,-1
2016-03-25,29150,1167.1,39.425,39.64,39.955,38.595,-0.505,1.5,0.5,-1.0,100.61,665.675,-0.1,415.7,0.23,-1
2011-06-23,26350,1075.0,91.02,94.4,94.47,89.69,-4.6,3.0,0.25,-2.75,80.36,402.56,1.47,17.5,0.0,1
2015-05-18,45450,1089.2,59.43,59.85,60.88,59.06,-0.44,1.75,0.25,-1.5,100.95,716.54,0.99,232.6,-1.55,1
2019-12-06,80600,1190.2,59.2,58.32,59.85,57.7,1.32,1.25,1.75,0.5,149.88,1724.21,1.56,7530.8,1.78,1
2020-09-14,80000,1188.3,37.26,37.32,37.68,36.82,-0.19,0.5,0.25,-0.25,174.85,2181.75,2.12,10675.3,3.38,1
2017-09-25,86300,1136.3,52.22,50.68,52.28,50.39,3.08,1.25,1.25,0.0,182.32,1126.94,-1.97,3932.8,7.23,1
2012-01-04,23850,1150.9,103.22,102.99,103.74,101.88,0.25,3.25,0.25,-3.0,72.25,368.66,0.02,5.6,14.14,1
2015-10-27,32150,1134.1,43.2,43.78,43.91,42.58,-1.77,1.5,0.25,-1.25,99.06,665.71,-0.67,294.7,3.34,-1
2014-02-17,38700,1061.9,100.58,100.59,100.83,100.23,0.28,2.5,0.25,-2.25,84.98,559.785,0.4,272.3,-9.18,-1
2019-07-15,76200,1177.3,59.58,60.25,60.92,59.2,-1.05,1.75,2.5,0.75,149.27,1515.92,0.77,10845.9,6.33,1
2019-12-16,88600,1171.7,60.21,59.87,60.34,59.71,0.23,1.25,1.75,0.5,149.88,1813.31,0.96,6903.5,-3.16,1
2017-12-20,80100,1086.8,58.09,57.66,58.12,57.44,1.1,1.5,1.5,0.0,185.53,1285.44,0.7,16462.0,-6.06,-1
2013-06-27,30650,1153.4,97.05,95.52,97.41,95.35,1.62,2.5,0.25,-2.25,91.17,466.74,0.39,101.7,-2.17,1
2011-10-11,22250,1173.0,85.81,85.7,86.64,83.97,0.47,3.25,0.25,-3.0,84.42,365.7,-0.3,3.9,-4.15,1
2014-01-20,36850,1061.0,93.93,94.31,94.31,93.66,-0.46,2.5,0.25,-2.25,84.98,539.82,0.04,956.0,0.12,1
2017-07-07,66600,1153.5,44.23,45.35,45.42,43.78,-2.83,1.25,1.25,0.0,151.45,1054.9,1.72,2513.9,-3.84,-1
2015-12-11,29850,1177.5,35.62,36.63,36.84,35.16,-3.1,1.5,0.25,-1.25,78.93,660.78,-1.99,449.8,8.26,-1
2016-01-05,30600,1184.3,35.97,36.9,37.1,35.74,-2.15,1.5,0.5,-1.0,78.93,649.47,-1.04,431.2,-0.49,1
2017-08-08,66300,1127.3,49.17,49.31,49.79,48.86,-0.45,1.25,1.25,0.0,168.2,1093.77,-0.41,3429.4,0.81,1
2019-03-14,67300,1131.5,58.61,58.35,58.74,58.0,0.6,1.75,2.5,0.75,164.28,1353.06,-0.57,3879.0,0.36,1
2018-12-10,65500,1118.2,51.0,52.03,52.81,50.53,-3.06,1.75,2.25,0.5,145.08,1174.19,1.41,3460.5,-3.0,-1
2010-09-20,22100,1163.1,74.86,73.59,75.45,73.32,1.63,2.25,0.25,-2.0,91.77,336.12,0.53,0.1,0.0,-1
2011-12-28,21150,1156.4,99.36,101.25,101.71,99.11,-1.95,3.25,0.25,-3.0,72.25,362.59,-1.47,4.2,2.95,1
2014-05-22,42400,1026.7,103.74,103.85,104.22,103.55,-0.32,2.5,0.25,-2.25,97.72,584.3,0.43,515.4,5.43,1
2015-06-26,42000,1109.6,59.63,59.66,59.96,58.76,-0.12,1.75,0.25,-1.5,100.95,698.36,-2.44,242.9,0.16,-1
2016-10-11,41300,1111.0,50.79,51.1,51.54,50.39,-1.09,1.25,0.5,-0.75,107.3,815.31,-2.11,640.5,3.75,0
2019-02-20,75700,1127.5,56.92,55.94,57.55,55.48,1.48,1.75,2.5,0.75,132.76,1360.28,0.87,3972.4,1.48,1
2019-03-22,76100,1125.8,59.04,59.87,60.07,58.28,-1.57,1.75,2.5,0.75,164.28,1400.37,-2.88,3990.4,0.21,1
2015-03-13,44100,1130.9,44.84,46.93,47.28,44.75,-4.7,2.0,0.25,-1.75,102.6,707.79,0.71,287.2,-2.26,1
2018-01-15,72700,1064.7,64.73,64.28,64.89,64.11,0.7,1.5,1.5,0.0,185.53,1324.035,0.44,13697.5,0.02,-1
2017-10-25,81700,1128.3,52.18,52.56,52.57,51.89,-0.55,1.25,1.25,0.0,182.32,1229.27,-1.29,5734.0,4.01,-1
2014-05-07,41100,1031.2,100.77,99.83,100.99,99.78,1.28,2.5,0.25,-2.25,97.72,573.99,0.09,446.5,3.32,1
2012-11-01,25500,1090.6,87.09,86.1,87.42,85.92,0.99,2.75,0.25,-2.5,87.23,379.5,3.4,10.6,-5.63,1
2012-08-03,20950,1130.4,91.4,87.26,91.74,87.23,4.9,3.0,0.25,-2.75,77.17,390.1,2.26,11.0,4.18,-1
2015-10-14,36400,1147.5,46.64,46.69,46.96,45.94,-0.04,1.5,0.25,-1.25,99.06,645.7,3.76,252.3,1.43,1
2016-06-09,29000,1156.5,50.56,51.45,51.67,50.23,-1.31,1.5,0.5,-1.0,100.66,710.92,0.1,574.7,-1.0,1
2012-01-17,25550,1154.0,100.71,98.95,101.01,98.6,2.04,3.25,0.25,-3.0,72.25,385.22,0.46,5.6,-16.17,1
2017-03-08,48000,1151.2,50.28,52.79,52.92,50.05,-5.38,1.25,0.75,-0.5,143.26,979.0,0.22,1147.0,-6.95,-1
2013-06-19,31900,1129.9,98.24,98.59,99.01,97.57,-0.2,2.5,0.25,-2.25,91.17,474.51,-1.16,108.3,0.84,1
2013-12-26,36000,1060.4,99.55,99.2,99.7,99.05,0.33,2.5,0.25,-2.25,84.98,529.83,0.28,802.0,13.39,-1
2018-11-23,69300,1129.0,50.42,54.66,54.82,50.15,-6.66,1.5,2.25,0.75,207.66,1179.24,-0.04,4398.0,0.96,0
2012-11-22,25600,1083.2,87.83,87.48,88.21,86.54,0.88,2.75,0.25,-2.5,87.23,365.835,1.01,12.4,5.52,1
2015-05-14,45550,1094.9,59.88,60.1,60.84,59.36,-1.02,1.75,0.25,-1.5,100.95,708.32,1.17,236.9,0.22,1
2017-06-21,64800,1137.0,42.53,43.38,44.2,42.05,-1.62,1.25,1.25,0.0,154.33,1087.42,1.17,2677.6,-2.79,1
2018-03-21,88400,1071.0,65.17,63.72,65.55,63.58,2.79,1.5,1.5,0.0,187.7,1407.98,0.18,8905.9,-0.08,-1
2015-03-04,45900,1100.0,51.53,50.61,51.99,49.6,2.0,2.0,0.25,-1.75,102.6,719.54,-0.1,271.9,-3.11,-1
2021-01-20,130500,1102.1,53.24,53.13,53.79,53.05,0.49,0.5,0.25,-0.25,195.37,3085.04,-0.27,35476.3,-1.46,0
2020-06-05,90400,1217.4,39.55,37.33,39.68,37.05,5.72,0.75,0.25,-0.5,173.6,2003.76,2.57,9631.2,-1.67,1
2019-04-22,80500,1137.1,65.7,64.0,65.92,64.0,2.66,1.75,2.5,0.75,164.28,1558.29,0.01,5346.7,1.97,-1
2013-12-13,36500,1053.5,96.6,97.58,97.62,96.26,-0.92,2.5,0.25,-2.25,84.98,505.52,-0.06,936.8,4.09,1
2015-02-12,46650,1096.9,51.21,49.42,51.6,49.14,4.85,2.0,0.25,-1.75,102.6,700.19,1.59,221.8,1.35,-1
2014-10-14,43300,1069.1,81.84,84.98,85.6,81.32,-4.55,2.25,0.25,-2.0,113.63,559.67,1.86,397.1,2.53,1
2016-08-04,33650,1114.0,41.93,41.16,42.08,40.43,2.69,1.25,0.5,-0.75,107.01,763.57,0.93,576.2,1.73,1
2018-11-19,69800,1128.7,56.76,56.72,57.33,55.08,0.53,1.5,2.25,0.75,207.66,1173.01,-3.86,4883.8,-13.69,-1
2017-06-27,69200,1135.2,44.24,43.49,44.44,43.32,1.98,1.25,1.25,0.0,154.33,1048.66,-2.71,2583.8,5.63,1
2012-06-26,23100,1160.8,79.36,79.23,79.68,78.36,0.19,3.25,0.25,-3.0,74.69,366.87,0.36,6.4,1.9,1
2016-05-18,26200,1173.3,48.19,48.53,48.95,47.75,-0.25,1.5,0.5,-1.0,93.22,649.35,1.64,454.2,0.21,1
2013-01-25,24200,1068.4,95.88,95.95,96.56,95.43,-0.07,2.75,0.25,-2.5,76.2,415.44,1.27,17.4,2.96,-1
2018-04-09,80600,1066.0,63.42,62.0,63.61,61.93,2.19,1.5,1.75,0.25,187.7,1273.8,0.68,6781.9,-3.54,1
2013-09-27,30350,1074.4,102.87,102.91,103.77,102.36,-0.16,2.5,0.25,-2.25,102.85,490.81,-0.79,138.9,1.33,0
2021-03-10,133000,1141.1,64.44,63.84,64.96,63.13,0.67,0.5,0.25,-0.25,195.37,2879.32,-1.8,55851.9,1.77,-1
2011-10-12,22550,1164.2,85.57,85.2,86.59,84.52,-0.28,3.25,0.25,-3.0,84.42,369.18,0.95,4.2,5.6,1
2017-11-03,84400,1113.3,55.64,54.73,55.76,54.4,2.02,1.25,1.25,0.0,183.87,1299.97,1.77,7152.1,1.81,1
2010-12-17,23800,1156.5,88.02,87.87,88.52,87.01,0.36,2.5,0.25,-2.25,79.06,411.44,0.67,0.2,0.0,-1
2014-05-27,42200,1023.9,104.11,104.34,104.5,103.57,-0.16,2.5,0.25,-2.25,97.72,597.08,1.22,570.1,-2.05,-1
2020-04-14,82300,1218.7,20.11,22.36,23.08,19.95,-10.26,0.75,0.25,-0.5,173.6,1695.76,4.44,6850.9,0.14,1
2018-11-02,72600,1138.8,63.14,63.5,63.95,62.63,-0.86,1.5,2.25,0.75,207.66,1239.16,-1.5,6424.7,0.38,2
2017-05-29,57900,1119.5,49.97,49.95,50.29,49.52,0.06,1.25,1.0,-0.25,144.04,1088.15,0.5,2278.2,4.07,1
2019-03-12,67700,1134.5,56.87,56.76,57.55,56.74,0.14,1.75,2.5,0.75,164.28,1355.12,0.39,3886.0,0.41,1
2011-11-25,21750,1157.1,96.77,95.79,97.55,94.99,0.62,3.25,0.25,-3.0,79.13,344.14,-1.16,2.5,3.29,-1
2020-06-12,85200,1192.8,36.26,36.26,36.99,34.48,-0.22,0.75,0.25,-0.5,173.6,1903.85,1.45,9466.6,1.97,-1
2014-02-06,38600,1079.5,97.84,97.25,98.83,97.25,0.47,2.5,0.25,-2.25,84.98,526.67,1.58,828.9,-8.36,2
2015-09-08,34750,1202.0,45.94,45.82,46.41,44.14,2.77,1.5,0.25,-1.25,111.77,624.06,4.42,243.2,1.53,0
2014-05-14,42100,1022.9,102.37,101.91,102.65,101.83,0.66,2.5,0.25,-2.25,97.72,576.8,-0.87,442.6,2.01,1
2018-07-11,86800,1113.8,70.38,74.2,74.26,70.02,-5.03,1.5,2.0,0.5,197.78,1336.71,-2.59,6389.1,1.3,-1
2018-09-28,73100,1112.7,73.25,72.18,73.73,71.88,1.57,1.5,2.25,0.75,227.06,1366.74,0.65,6636.0,-0.79,-1
2020-06-23,84100,1213.2,40.37,40.68,41.63,39.76,-0.22,0.75,0.25,-0.5,173.6,1987.73,0.22,9624.6,-0.61,-1
2014-10-22,46300,1054.5,80.52,82.55,83.15,80.22,-2.77,2.25,0.25,-2.0,113.63,596.93,-1.37,378.9,-0.89,1
2018-11-22,69300,1131.3,54.02,54.64,54.82,53.53,-1.12,1.5,2.25,0.75,207.66,1179.485,0.19,4356.0,-6.09,1
2016-01-12,27800,1208.6,30.44,31.11,32.21,29.93,-3.09,1.5,0.5,-1.0,78.93,608.56,0.83,445.0,-0.6,-1
2019-03-27,73400,1132.1,59.41,60.03,60.22,58.81,-0.88,1.75,2.5,0.75,164.28,1376.48,-1.45,4041.7,2.51,1
2020-07-14,82900,1200.3,40.29,39.6,40.57,39.07,0.47,0.5,0.25,-0.25,164.17,2069.79,1.75,9253.4,0.11,-1
2010-09-29,21850,1148.5,77.86,76.2,78.13,75.6,2.21,2.25,0.25,-2.0,91.77,351.79,0.67,0.1,0.0,1
2019-05-02,80700,1163.8,61.81,63.61,63.68,60.95,-2.81,1.75,2.5,0.75,148.47,1560.61,1.11,5493.8,2.04,1
2017-01-31,53700,1157.8,52.81,52.6,53.56,52.24,0.34,1.25,0.75,-0.5,121.57,944.28,-1.31,965.5,4.86,1
2020-04-01,78400,1220.0,20.31,20.1,21.55,19.9,-0.83,0.75,0.25,-0.5,173.6,1427.73,-5.49,6638.5,3.52,-2
2017-04-21,52000,1141.4,49.62,50.71,50.93,49.2,-1.29,1.25,1.0,-0.25,144.04,992.94,-0.46,1249.6,0.93,1
2019-04-10,78600,1142.8,64.61,64.22,64.7,64.05,0.98,1.75,2.5,0.75,164.28,1477.16,0.86,5307.8,2.89,1
2020-12-21,116000,1097.9,47.74,48.54,48.61,46.18,-2.77,0.5,0.25,-0.25,195.37,2747.29,-0.63,22728.5,-3.18,-1
2010-07-30,22500,1187.2,78.95,78.25,79.05,76.83,0.75,2.0,0.25,-1.75,90.74,348.81,-1.05,0.1,0.0,1
2018-10-10,70300,1131.7,73.17,74.66,75.08,72.38,-2.39,1.5,2.25,0.75,227.06,1242.1,-4.46,6618.0,-0.49,-1
2015-06-04,48300,1106.0,58.0,59.57,59.94,57.83,-2.75,1.75,0.25,-1.5,100.95,725.81,-0.94,224.2,-0.61,-1
2011-12-19,20850,1156.5,93.88,93.76,94.42,92.54,0.37,3.25,0.25,-3.0,72.25,343.36,-2.69,3.5,10.34,-2
2012-10-17,23500,1107.1,92.12,92.08,92.85,91.55,0.03,3.0,0.25,-2.75,88.11,379.41,-0.22,11.8,0.0,1
2021-03-15,136500,1130.7,65.39,65.56,66.4,64.13,-0.34,0.5,0.25,-0.25,195.37,3032.05,2.26,55791.3,-5.62,-1
2011-12-12,22250,1142.3,97.77,99.58,99.68,97.54,-1.65,3.25,0.25,-3.0,72.25,365.15,-2.8,3.1,-3.38,1
2014-09-22,43250,1044.9,91.52,92.22,92.64,91.2,-0.96,2.5,0.25,-2.25,111.07,641.35,-1.26,404.1,0.62,-1
2013-09-24,30500,1075.9,103.13,103.44,103.64,102.3,-0.44,2.5,0.25,-2.25,102.85,494.73,0.7,134.8,1.03,-1
2020-03-12,82800,1192.8,31.5,33.07,33.63,30.02,-4.49,1.25,1.25,0.0,182.42,1392.11,-10.91,4826.0,-39.18,-1
2017-03-09,48000,1146.6,49.28,50.22,50.84,48.59,-1.99,1.25,0.75,-0.5,143.26,980.48,0.15,1191.3,3.87,0
2012-01-26,27050,1126.3,99.7,99.96,101.39,99.23,0.3,3.25,0.25,-3.0,72.25,411.94,-1.08,5.3,-7.13,-1
2013-04-03,28900,1112.8,94.45,96.93,96.96,94.18,-2.82,2.75,0.25,-2.5,81.75,415.81,-1.98,135.0,14.43,1
2011-11-10,21500,1115.7,97.78,95.75,98.35,95.2,2.13,3.25,0.25,-3.0,79.13,378.23,0.85,2.8,-3.73,-1
2014-03-11,37750,1065.9,100.03,100.94,101.52,99.32,-1.08,2.5,0.25,-2.25,99.53,570.08,-0.55,608.7,-0.7,1
2014-05-29,42600,1022.6,103.58,103.06,103.94,102.61,0.84,2.5,0.25,-2.25,97.72,598.96,0.22,564.4,-1.12,0
2011-07-19,23350,1061.2,97.5,96.16,98.65,95.93,1.64,3.25,0.25,-3.0,78.94,397.41,3.32,13.9,2.74,1
2019-11-27,82700,1174.4,58.11,58.27,58.68,57.51,-0.51,1.25,1.75,0.5,149.88,1735.91,0.73,7510.6,4.86,1
2014-03-14,37950,1067.4,98.89,98.25,99.28,98.06,0.7,2.5,0.25,-2.25,99.53,562.48,-0.47,614.0,-1.76,-1
2019-08-16,76400,1211.7,54.87,54.74,55.67,54.26,0.73,1.5,2.25,0.75,170.23,1479.25,2.78,10335.6,0.31,-1
2017-01-18,48850,1180.9,51.08,52.52,52.79,50.91,-2.67,1.25,0.75,-0.5,121.57,922.36,1.42,872.0,-3.07,-1
2019-01-22,66600,1126.5,52.57,53.73,54.24,51.8,-3.08,1.75,2.5,0.75,145.08,1193.36,-2.85,3580.1,1.23,-1
2020-06-10,90800,1197.7,39.6,38.5,39.91,37.73,1.69,0.75,0.25,-0.5,173.6,2004.66,0.33,9878.8,1.13,1
2019-11-08,82300,1160.6,57.24,57.08,57.48,55.76,0.16,1.25,1.75,0.5,149.88,1736.78,0.53,8778.2,-4.83,-1
2011-03-03,28450,1128.4,101.91,102.39,102.94,100.15,-0.31,2.75,0.25,-2.5,85.64,464.77,1.9,0.9,0.0,1
2019-12-11,80600,1192.0,58.76,59.06,59.22,58.11,-0.81,1.25,1.75,0.5,149.88,1759.2,2.23,7208.0,-0.38,-1
2014-12-04,48700,1114.4,66.81,67.4,68.22,66.09,-0.85,2.0,0.25,-1.75,102.6,696.16,0.13,369.8,-1.89,1
2018-09-27,75000,1116.6,72.12,72.01,72.6,71.71,0.77,1.5,2.25,0.75,227.06,1357.87,0.45,6689.2,3.42,-1
2011-05-20,32200,1084.7,99.49,98.6,99.9,95.99,1.07,3.0,0.25,-2.75,80.0,432.56,-0.3,5.6,-17.91,1
2014-02-12,39850,1072.0,100.37,100.46,101.38,100.04,0.43,2.5,0.25,-2.25,84.98,549.48,0.85,531.1,-8.26,1
2010-12-21,23750,1164.9,89.82,89.22,90.1,89.06,1.14,2.5,0.25,-2.25,79.06,412.96,0.66,0.2,0.0,1
2019-10-22,79100,1175.4,54.16,53.39,54.62,53.1,1.59,1.5,2.0,0.5,161.06,1607.6,-0.77,8031.4,-2.15,1
2010-08-17,22100,1193.2,75.77,75.06,76.63,75.01,0.7,2.0,0.25,-1.75,90.74,328.6,1.34,0.1,0.0,0
2013-01-21,25750,1056.1,95.9,95.22,96.025,94.945,0.39,2.75,0.25,-2.5,76.2,410.12,-0.36,16.8,7.01,1
2013-05-30,31850,1131.0,93.61,92.89,93.99,91.65,0.52,2.75,0.25,-2.5,93.42,474.43,1.53,128.8,-2.61,-1
2016-08-30,36300,1125.2,46.35,46.98,47.49,46.21,-1.34,1.25,0.5,-0.75,107.01,802.07,-0.19,577.3,0.54,1
2017-09-19,79200,1127.9,49.48,49.91,50.42,49.33,-0.86,1.25,1.25,0.0,182.32,1164.98,0.35,3908.0,-4.69,-1
2013-02-20,26500,1081.4,94.46,96.66,97.07,93.92,-2.28,2.75,0.25,-2.5,73.77,423.95,-2.23,29.6,0.78,1
2019-03-18,67800,1136.1,59.09,58.45,59.23,58.05,0.97,1.75,2.5,0.75,164.28,1388.77,-0.26,3990.2,0.22,-1
2018-01-18,75200,1065.8,63.95,64.07,64.35,63.47,-0.03,1.5,1.5,0.0,185.53,1370.56,0.46,11245.4,0.47,1
2010-08-03,21950,1173.4,82.55,81.41,82.64,81.11,1.49,2.0,0.25,-1.75,90.74,351.25,-1.04,0.1,0.0,1
2012-06-27,22800,1159.9,80.21,79.47,80.92,78.68,1.07,3.25,0.25,-3.0,74.69,371.71,1.32,6.7,3.58,-1
2017-05-17,54700,1117.7,49.07,48.23,49.5,48.03,0.84,1.25,1.0,-0.25,144.04,1029.83,-4.37,1801.3,4.16,-1
2020-02-07,99300,1181.4,50.32,51.11,51.48,50.09,-1.24,1.25,1.75,0.5,182.42,1864.36,-2.37,9818.6,0.48,-1
2015-05-07,45900,1081.0,58.94,60.69,61.31,58.49,-3.27,1.75,0.25,-1.5,100.95,695.2,1.13,237.7,3.35,1
2015-10-12,36850,1159.4,47.1,49.51,50.13,47.04,-5.1,1.5,0.25,-1.25,99.06,630.54,0.16,245.4,-0.93,-1
2017-03-15,48800,1147.3,48.86,48.76,49.04,48.16,2.39,1.25,0.75,-0.5,143.26,1004.65,0.84,1253.4,0.83,-1
2015-09-22,34900,1173.0,45.83,46.45,46.48,45.14,-1.82,1.5,0.25,-1.25,111.77,595.06,-2.25,230.0,1.63,1
2012-04-13,29000,1142.3,102.83,103.66,103.9,102.61,-0.78,3.25,0.25,-3.0,72.52,416.43,-1.82,4.9,0.0,2
2012-06-19,23850,1158.4,84.03,83.06,84.41,82.28,0.91,3.25,0.25,-3.0,74.69,384.94,1.15,6.5,3.01,1
2020-04-06,83100,1229.8,26.08,26.09,28.24,25.28,-7.97,0.75,0.25,-0.5,173.6,1592.88,10.38,7332.3,8.26,1
2015-07-10,40850,1136.2,52.74,52.48,53.89,51.96,-0.08,1.5,0.25,-1.25,97.82,658.88,1.89,283.6,5.38,-1
2011-01-14,27250,1112.2,91.54,90.99,91.69,90.1,0.15,2.5,0.25,-2.25,79.06,451.59,2.68,0.4,25.94,0
2012-04-16,29250,1134.1,102.93,102.8,103.37,101.8,0.1,3.25,0.25,-3.0,72.52,416.7,0.06,4.9,0.0,1
