date,종가,환율,유가종가,유가오픈,유가고가,유가저가,유가변동률,한국은행기준금리,연준기준금리,한미기준금리차이,반도체수출금액지수,SOX종가,SOX변동률,BTC종가,BTC변동률,등락.분류
2011-12-16,22150,1161.4,93.53,93.42,94.79,92.52,-0.36,3.25,0.25,-3.0,72.25,352.86,0.81,3.2,0.0,-1
2018-08-07,80700,1123.5,69.17,68.9,69.83,68.81,0.23,1.5,2.0,0.5,218.72,1400.0,0.78,6724.9,-3.15,1
2010-07-26,23950,1197.2,78.98,78.98,79.33,78.06,0.0,2.0,0.25,-1.75,90.74,369.5,1.36,0.1,0.0,1
2013-06-24,29750,1155.6,95.18,93.85,95.59,92.67,1.59,2.5,0.25,-2.25,91.17,451.55,-2.02,102.1,-5.38,-1
2018-02-26,77500,1078.5,63.91,63.6,64.24,63.06,0.57,1.5,1.5,0.0,171.62,1380.27,2.16,10285.1,7.3,1
2014-06-20,49400,1018.3,107.26,106.6,107.73,106.33,0.78,2.5,0.25,-2.25,97.72,635.42,0.23,590.8,-1.57,-1
2011-12-07,22400,1131.2,100.49,101.11,101.94,99.67,-0.78,3.25,0.25,-3.0,72.25,381.85,1.18,3.0,0.0,-1
2019-05-22,68900,1193.3,61.42,62.95,63.0,61.03,-2.49,1.75,2.5,0.75,148.47,1345.04,-2.12,7635.7,-3.72,-1
2017-04-27,53600,1125.1,48.97,49.22,49.43,48.2,-1.31,1.25,1.0,-0.25,144.04,1023.29,1.4,1332.9,3.6,-1
2019-07-16,76100,1179.2,57.62,59.26,60.06,57.07,-3.29,1.75,2.5,0.75,149.27,1499.64,-1.07,9424.8,-13.1,-1
2020-09-03,78700,1186.2,41.37,41.63,41.79,40.22,-0.34,0.5,0.25,-0.25,174.85,2234.23,-5.74,10168.8,-10.9,1
2013-11-26,33600,1060.6,93.68,94.21,94.69,93.43,-0.44,2.5,0.25,-2.25,84.98,508.32,0.86,970.0,16.86,1
2011-04-22,36600,1080.1,112.285,111.855,112.98,111.04,0.37,3.0,0.25,-2.75,80.0,443.305,0.0,1.4,16.53,-1
2018-05-04,83000,1076.5,69.72,68.5,69.97,68.12,1.89,1.5,1.75,0.25,207.97,1296.73,2.31,9708.6,-0.42,1
2011-07-22,23750,1055.3,99.87,99.2,100.19,98.43,0.75,3.25,0.25,-3.0,78.94,408.56,2.43,13.7,0.66,1
2012-08-17,22500,1133.1,96.01,95.23,96.28,94.98,0.43,3.0,0.25,-2.75,77.17,405.14,-0.76,11.6,-14.22,1
2010-11-05,23750,1107.0,86.85,86.6,87.43,85.96,0.42,2.25,0.25,-2.0,80.1,392.02,0.58,0.3,0.0,1
2012-10-12,22550,1115.4,91.86,92.41,92.64,91.16,-0.23,3.0,0.25,-2.75,88.11,366.71,-0.53,12.0,0.0,-1
2014-04-16,37650,1041.2,103.76,103.76,104.99,103.12,0.01,2.5,0.25,-2.25,91.69,567.9,-0.19,537.0,2.0,1
2012-09-03,21400,1134.4,95.885,95.565,97.145,94.74,0.375,3.0,0.25,-2.75,88.11,394.5,0.28,10.5,3.24,1
2014-02-07,39300,1076.4,99.88,97.97,100.24,97.11,2.09,2.5,0.25,-2.25,84.98,535.31,1.64,695.7,-16.07,1
2013-09-16,29800,1085.3,106.59,107.5,108.0,106.06,-1.5,2.5,0.25,-2.25,102.85,490.35,0.43,139.4,0.81,1
2019-10-08,80900,1196.5,52.63,52.81,53.27,51.81,-0.23,1.5,2.0,0.5,161.06,1514.45,-3.12,8182.9,-0.19,1
2019-07-22,78400,1173.4,56.22,56.22,56.84,55.72,1.06,1.75,2.5,0.75,149.27,1554.09,1.98,10412.5,-2.82,1
2016-07-13,32650,1149.3,44.75,46.58,46.71,44.56,-4.38,1.25,0.5,-0.75,107.01,718.9,0.08,661.2,-1.4,1
2013-03-22,28300,1116.2,93.71,92.33,93.94,92.33,1.36,2.75,0.25,-2.5,81.75,430.08,1.14,69.9,-1.38,1
2010-08-20,22000,1173.3,73.46,74.45,74.6,73.19,-1.3,2.0,0.25,-1.75,90.74,327.88,0.45,0.1,0.0,-1
2012-12-20,26300,1071.8,90.13,89.69,90.54,89.26,0.69,2.75,0.25,-2.5,76.2,389.49,0.01,13.5,-0.59,-1
2013-04-18,27900,1115.3,87.73,86.39,88.51,85.61,1.21,2.75,0.25,-2.5,81.75,413.88,-0.9,109.0,17.13,-1
2017-01-04,46500,1206.2,53.26,52.49,53.43,52.15,1.78,1.25,0.75,-0.5,121.57,909.77,0.27,1135.4,9.88,-1
2016-10-18,41650,1140.3,50.29,50.04,50.78,49.76,0.7,1.25,0.5,-0.75,107.3,814.74,1.21,635.3,-0.32,-1
2020-06-15,82000,1206.6,37.12,36.03,37.26,34.36,2.37,0.75,0.25,-0.5,173.6,1931.01,1.43,9425.4,0.86,-1
2021-05-10,130000,1121.4,64.92,65.57,65.75,63.95,0.03,0.5,0.25,-0.25,,2967.11,-4.66,55848.9,-4.1,1
2016-04-08,27800,1154.5,39.72,37.52,39.84,37.45,6.6,1.5,0.5,-1.0,93.22,671.31,0.58,417.7,-0.58,1
2013-11-18,33750,1066.7,93.03,93.78,94.3,92.72,-0.86,2.5,0.25,-2.25,84.98,504.22,-0.93,785.4,48.67,1
2013-02-25,26300,1086.4,93.11,93.23,94.46,92.07,-0.02,2.75,0.25,-2.5,73.77,416.66,-1.96,30.4,1.71,-1
2016-10-13,40950,1123.3,50.44,50.0,50.59,49.36,0.52,1.25,0.5,-0.75,107.3,803.05,-1.18,635.6,-0.06,-1
2016-01-14,27900,1206.4,31.2,30.6,31.77,30.28,2.36,1.5,0.5,-1.0,78.93,601.57,2.05,429.1,-0.71,-1
2018-08-24,81800,1120.8,68.72,67.9,69.31,67.78,1.31,1.5,2.0,0.5,218.72,1375.88,1.46,6680.4,2.44,1
2017-03-02,47700,1132.3,52.61,53.69,53.8,52.54,-2.27,1.25,0.75,-0.5,143.26,974.33,-1.11,1255.5,2.68,1
2011-09-08,19300,1071.7,89.05,90.11,90.23,88.4,-0.32,3.25,0.25,-3.0,88.13,352.15,-0.6,6.5,-9.18,-1
2018-11-27,70800,1129.9,51.56,51.54,52.38,50.3,-0.14,1.5,2.25,0.75,207.66,1204.08,0.2,3866.5,0.77,-1
2016-06-16,29650,1176.3,46.21,47.45,47.75,45.91,-3.75,1.5,0.5,-1.0,100.66,694.78,-0.01,761.2,10.2,-1
2020-09-11,78400,1185.3,37.33,37.01,37.82,36.67,0.08,0.5,0.25,-0.25,174.85,2136.37,-0.07,10390.2,0.49,1
2019-05-21,70300,1192.9,62.99,63.22,63.6,62.75,-0.17,1.75,2.5,0.75,148.47,1374.21,2.13,7930.3,-0.44,-1
2020-12-28,115500,1103.7,47.62,48.23,48.96,47.5,-1.26,0.5,0.25,-0.25,195.37,2744.3,-0.22,27057.8,3.03,-1
2017-06-20,64000,1131.4,43.23,44.11,44.4,42.75,-2.19,1.25,1.25,0.0,154.33,1074.88,-1.2,2754.4,5.26,1
2013-09-02,28300,1109.6,106.75,105.91,107.29,105.86,-0.84,2.5,0.25,-2.25,102.85,459.67,-0.02,144.0,-1.38,1
2014-12-30,47750,1098.2,54.12,53.72,54.32,52.7,0.95,2.0,0.25,-1.75,102.6,690.99,-0.59,311.3,-0.91,-1
2020-02-10,98800,1187.2,49.57,50.12,50.49,49.42,-1.49,1.25,1.75,0.5,182.42,1892.8,1.53,9854.1,-2.93,-1
2013-11-13,31550,1070.9,93.88,93.07,94.54,92.93,0.9,2.5,0.25,-2.25,84.98,508.0,0.87,434.9,14.42,-1
2011-03-07,28900,1116.2,105.44,104.65,106.95,104.25,0.98,2.75,0.25,-2.5,85.64,447.35,-2.71,0.9,0.0,-1
2015-03-23,48150,1121.7,47.45,46.41,47.61,45.33,3.78,2.0,0.25,-1.75,102.6,723.96,-0.95,265.5,-1.16,1
2012-03-07,29100,1120.3,106.16,104.93,106.55,104.35,1.39,3.25,0.25,-3.0,72.52,412.24,1.55,4.9,0.0,-1
2011-04-07,32000,1085.5,110.3,108.67,110.44,108.23,1.35,3.0,0.25,-2.75,80.0,443.25,-0.51,0.8,0.0,-1
2017-03-27,50700,1122.7,47.73,48.12,48.28,47.08,-0.5,1.25,1.0,-0.25,143.26,1005.95,0.16,1045.1,7.81,1
2019-04-03,79900,1135.8,62.46,62.64,62.99,62.05,-0.19,1.75,2.5,0.75,164.28,1464.19,2.27,4968.7,2.25,1
2016-06-29,31800,1175.9,49.88,48.06,50.0,47.98,4.24,1.5,0.5,-1.0,100.66,679.37,2.05,636.5,-1.29,1
2019-10-23,77700,1171.4,55.97,54.3,56.07,53.62,3.34,1.5,2.0,0.5,161.06,1576.58,-1.93,7477.0,-6.9,-1
2016-02-05,28100,1202.7,30.89,31.64,32.45,30.63,-2.62,1.5,0.5,-1.0,78.93,586.25,-3.53,386.5,-1.07,0
2012-06-18,23600,1164.0,83.27,85.09,85.6,82.04,-0.9,3.25,0.25,-3.0,74.69,380.55,1.44,6.3,2.44,1
2020-09-15,81900,1184.2,38.28,37.28,38.57,37.06,2.74,0.5,0.25,-0.25,174.85,2219.19,1.72,10785.3,1.03,1
2011-07-26,24500,1054.5,99.59,99.15,100.62,97.76,0.39,3.25,0.25,-3.0,78.94,406.47,0.84,13.9,-1.21,1
2011-05-09,33300,1085.0,102.55,98.11,103.4,97.42,5.53,3.0,0.25,-2.75,80.0,442.36,-0.29,3.8,-1.81,1
2019-07-02,71400,1155.4,56.25,59.14,59.43,56.09,-4.81,1.75,2.5,0.75,149.27,1476.83,-1.38,10835.9,2.07,1
2014-05-02,40650,1032.2,99.76,99.17,100.14,99.17,0.34,2.5,0.25,-2.25,97.72,575.49,0.28,453.7,-1.4,1
2014-07-24,47550,1022.8,102.07,103.2,103.31,101.88,-1.02,2.5,0.25,-2.25,92.01,629.13,-0.84,601.9,-3.19,-1
2018-09-05,80000,1114.2,68.72,69.43,69.59,68.56,-1.65,1.5,2.0,0.5,227.06,1403.82,-0.5,6706.8,-9.09,-1
2014-02-28,38750,1067.7,102.59,102.15,102.96,101.8,0.19,2.5,0.25,-2.25,84.98,563.83,-0.07,573.9,-3.78,-1
2017-11-21,85000,1098.9,56.83,56.38,57.22,56.32,1.32,1.25,1.25,0.0,183.87,1337.92,1.14,8100.0,-1.76,1
2012-11-29,25400,1085.4,88.07,86.57,88.69,86.55,1.83,2.75,0.25,-2.5,87.23,374.83,0.27,12.4,0.81,1
2017-10-13,86100,1133.7,51.45,50.73,51.72,50.7,1.68,1.25,1.25,0.0,182.32,1219.21,0.67,5637.3,3.77,-1
2013-12-19,34900,1052.1,98.77,97.69,99.17,97.5,0.99,2.5,0.25,-2.25,84.98,517.78,-0.63,732.0,35.3,-1
2012-07-30,21300,1139.9,89.78,90.14,90.95,89.33,-0.39,3.25,0.25,-3.0,74.69,380.61,-0.94,9.1,4.48,1
2019-05-29,66100,1187.6,58.81,59.07,59.14,56.88,-0.56,1.75,2.5,0.75,148.47,1305.57,0.41,8647.8,-0.79,1
2016-09-12,37000,1099.5,46.29,45.57,46.51,44.72,0.89,1.25,0.5,-0.75,109.03,783.95,2.03,608.0,0.39,-2
2012-09-06,20900,1135.0,95.53,96.0,97.71,94.59,0.18,3.0,0.25,-2.75,88.11,404.54,3.66,11.2,1.64,-1
2015-05-04,46800,1069.5,58.93,59.3,59.73,58.45,-0.37,1.75,0.25,-1.5,100.95,704.03,-0.21,239.0,-0.43,1
2015-07-23,39000,1152.6,48.45,49.23,49.63,48.21,-1.5,1.5,0.25,-1.25,97.82,655.51,1.45,275.5,-0.34,1
2017-08-23,68000,1135.6,48.41,47.64,48.5,47.53,1.62,1.25,1.25,0.0,168.2,1086.41,0.44,4141.1,1.26,-1
2015-04-10,43600,1093.9,51.64,50.73,51.93,50.08,1.67,1.75,0.25,-1.5,98.49,709.05,0.41,234.7,-3.53,1
2015-03-20,46850,1114.0,45.72,43.99,46.53,43.31,4.0,2.0,0.25,-1.75,102.6,730.91,1.49,261.8,0.33,1
2011-07-05,28000,1063.8,96.89,94.98,97.48,94.34,2.05,3.25,0.25,-3.0,78.94,414.94,-0.99,12.9,-6.85,1
2014-02-25,38650,1076.3,101.83,102.8,102.84,101.02,-0.96,2.5,0.25,-2.25,84.98,560.54,-0.5,135.8,-21.97,-1
2011-03-09,28400,1117.4,104.38,104.96,105.92,103.9,-0.61,2.75,0.25,-2.5,85.64,434.35,-3.03,0.9,0.0,-1
2017-12-18,77200,1089.3,57.16,57.37,57.78,56.82,-0.24,1.5,1.5,0.0,185.53,1277.91,2.16,18972.3,-0.49,1
2016-08-25,35700,1121.6,47.33,46.8,47.46,46.42,1.2,1.25,0.5,-0.75,107.01,797.47,0.39,578.0,-0.29,-1
2015-07-21,39050,1151.9,50.36,49.95,51.02,49.77,0.42,1.5,0.25,-1.25,97.82,662.86,0.05,275.1,-0.93,1
2016-04-21,27550,1132.3,43.18,43.97,44.49,43.05,1.29,1.5,0.5,-1.0,93.22,667.68,-0.67,449.3,1.85,0
2015-01-12,50300,1092.2,46.07,48.19,48.19,45.62,-4.74,2.0,0.25,-1.75,102.6,671.82,-2.0,269.3,1.72,1
2020-02-20,104000,1190.8,53.78,53.5,54.5,53.22,0.92,1.25,1.75,0.5,182.42,1949.25,-1.53,9602.4,-0.07,1
2015-09-04,34850,1187.6,46.05,46.68,47.23,45.61,-1.5,1.5,0.25,-1.25,111.77,597.62,-1.8,230.3,1.79,-1
2019-11-29,80900,1179.3,55.17,58.13,58.3,55.02,-5.01,1.25,1.75,0.5,149.88,1716.84,-1.1,7742.7,4.26,-1
2016-10-21,40950,1124.0,50.85,50.66,51.02,50.21,0.83,1.25,0.5,-0.75,107.3,814.53,-0.27,630.5,0.34,1
2020-05-13,83600,1226.7,25.29,25.3,26.45,24.79,-1.9,0.75,0.25,-0.5,173.6,1691.57,-1.95,9298.7,5.5,-1
2010-07-19,23700,1201.1,76.54,75.72,77.69,75.5,0.7,2.0,0.25,-1.75,90.74,357.94,2.51,0.1,0.0,1
2013-09-03,28450,1104.1,108.54,107.07,108.83,104.21,1.68,2.5,0.25,-2.25,102.85,461.64,0.86,144.0,0.0,1
2020-11-18,98000,1106.8,41.82,41.35,42.46,41.08,0.94,0.5,0.25,-0.25,174.85,2530.59,-0.72,17774.6,0.64,-1
2016-09-01,36100,1117.4,43.16,44.85,45.08,43.0,-3.45,1.25,0.5,-0.75,109.03,808.36,0.86,572.0,-0.33,-1
2021-01-06,131000,1086.1,50.63,49.82,50.94,49.48,1.4,0.5,0.25,-0.25,195.37,2827.96,-0.32,36793.2,8.24,1
2011-10-25,23650,1137.7,93.17,91.69,94.65,91.1,2.08,3.25,0.25,-3.0,84.42,377.46,-1.87,2.8,8.63,-1
2010-10-06,23400,1130.7,83.23,82.6,84.09,82.29,0.5,2.25,0.25,-2.0,80.1,345.34,-1.59,0.1,0.0,1
2013-03-12,28100,1098.3,92.54,91.94,93.47,91.6,0.52,2.75,0.25,-2.5,81.75,437.67,0.42,44.3,-8.49,-1
2019-07-23,78800,1177.6,56.77,56.17,57.47,55.74,0.98,1.75,2.5,0.75,149.27,1573.27,1.23,9888.7,-5.03,1
2021-02-02,130000,1118.0,54.76,53.48,55.26,53.45,2.26,0.5,0.25,-0.25,195.37,3047.33,1.58,35485.2,5.88,1
2014-12-19,48500,1103.2,56.52,55.5,56.91,54.2,4.45,2.0,0.25,-1.75,102.6,686.09,-0.3,317.8,2.4,1
2011-11-14,22300,1127.3,98.14,99.3,99.69,97.19,-0.86,3.25,0.25,-3.0,79.13,386.56,-1.29,2.2,-26.0,1
2011-01-03,25300,1138.9,91.55,91.31,92.58,91.21,0.19,2.5,0.25,-2.25,79.06,415.05,0.78,0.3,0.0,2
2017-11-15,82000,1118.5,55.33,55.06,55.56,54.88,-0.66,1.25,1.25,0.0,183.87,1293.2,-0.9,7283.2,10.4,-1
2020-07-27,82800,1201.3,41.6,41.26,41.82,40.48,0.75,0.5,0.25,-0.25,164.17,2104.62,3.23,11022.8,10.98,-1
2013-12-05,34250,1061.2,97.38,97.33,97.99,97.01,0.19,2.5,0.25,-2.25,84.98,509.95,0.23,1106.3,-10.6,-1
2018-06-29,85700,1121.7,74.15,73.33,74.46,72.93,0.95,1.5,2.0,0.5,197.78,1313.7,0.16,6213.3,5.61,1
2015-04-16,44500,1096.0,56.71,55.92,57.42,55.07,0.57,1.75,0.25,-1.5,98.49,706.08,-0.46,228.0,2.25,1
2013-04-09,27800,1138.3,94.2,93.49,94.48,92.86,0.9,2.75,0.25,-2.5,81.75,428.14,0.94,230.0,22.67,-1
2018-05-08,83500,1076.7,69.06,70.03,70.4,67.63,-2.36,1.5,1.75,0.25,207.97,1318.02,0.73,9196.4,-2.49,1
2014-07-23,49450,1024.6,103.12,101.96,103.34,101.79,-1.24,2.5,0.25,-2.25,92.01,634.45,-2.29,621.7,-0.13,-1
2020-11-13,89700,1113.2,40.13,40.94,40.94,40.06,-2.41,0.5,0.25,-0.25,174.85,2508.82,1.23,16324.2,0.18,1
2011-01-05,25900,1122.3,90.3,89.29,90.84,88.1,1.03,2.5,0.25,-2.25,79.06,417.09,0.36,0.3,0.0,1
2016-05-13,26100,1164.1,46.21,46.41,46.49,45.75,-1.05,1.5,0.5,-1.0,93.22,633.26,0.39,455.4,0.22,0
2011-03-22,27850,1125.9,104.0,102.1,104.54,101.43,1.63,2.75,0.25,-2.5,85.64,422.91,-0.91,0.8,6.59,-1
2014-10-06,44700,1061.1,90.34,89.77,90.74,88.76,0.67,2.25,0.25,-2.0,113.63,617.97,-0.83,331.5,2.69,-2
2020-04-17,84100,1227.5,18.27,20.0,20.22,17.31,-8.05,0.75,0.25,-0.5,173.6,1705.64,0.87,7035.8,-0.7,1
2012-09-24,23500,1119.4,91.93,93.18,93.18,91.06,-1.03,3.0,0.25,-2.75,88.11,389.0,-1.56,12.1,-0.74,-1
2017-03-29,51300,1112.5,49.51,48.47,49.63,48.38,2.36,1.25,1.0,-0.25,143.26,1006.49,-0.25,1041.9,-0.24,1
2015-09-07,34750,1191.0,44.7,45.72,45.92,44.15,-2.23,1.5,0.25,-1.25,111.77,610.84,1.31,239.6,-0.12,-1
2019-05-09,76000,1169.9,61.7,62.02,62.21,60.92,-0.68,1.75,2.5,0.75,148.47,1476.8,-1.18,6191.5,3.36,-2
2019-11-05,85100,1160.4,57.23,56.56,57.5,56.3,1.22,1.25,1.75,0.5,149.88,1730.15,0.19,9310.8,-0.91,1
2013-01-07,25900,1064.1,93.19,93.21,93.35,92.42,0.11,2.75,0.25,-2.5,76.2,395.78,-0.48,13.6,1.04,-1
2020-08-06,81100,1190.3,41.95,42.19,42.65,41.61,-0.57,0.5,0.25,-0.25,173.84,2204.94,-0.12,11757.1,0.19,1
2014-08-22,45950,1023.9,93.65,93.89,94.04,92.92,-0.33,2.5,0.25,-2.25,111.07,639.72,0.1,516.1,-0.36,1
2011-12-01,23450,1140.6,100.2,100.51,101.17,98.87,-0.16,3.25,0.25,-3.0,72.25,375.31,0.53,3.1,3.03,1
2019-08-21,75800,1210.2,55.68,56.05,57.13,55.55,-1.17,1.5,2.25,0.75,170.23,1512.72,0.92,10141.5,-5.68,-1
2013-06-28,31200,1149.7,96.56,96.81,97.82,96.33,-0.5,2.5,0.25,-2.25,91.17,468.43,0.36,94.7,-6.96,1
2018-11-29,71500,1128.9,51.45,50.31,52.2,49.41,2.31,1.5,2.25,0.75,207.66,1221.43,-0.81,4296.5,0.73,-1
2010-11-22,25300,1131.7,81.74,82.15,82.87,80.68,0.28,2.25,0.25,-2.0,80.1,391.33,1.1,0.3,0.0,2
2011-11-04,24850,1131.5,94.26,94.24,94.93,92.87,0.2,3.25,0.25,-3.0,79.13,391.48,1.12,3.1,0.0,2
2018-08-09,78000,1118.8,66.81,66.79,67.41,66.49,-0.19,1.5,2.0,0.5,218.72,1389.06,-1.05,6538.8,4.06,-1
2015-04-24,47200,1083.2,57.15,57.53,57.95,56.5,-1.02,1.75,0.25,-1.5,98.49,693.73,-1.66,231.1,-1.83,1
2015-04-09,41900,1093.4,50.79,51.0,52.07,50.51,0.73,1.75,0.25,-1.5,98.49,706.18,1.25,243.3,-0.51,-1
2016-08-22,36000,1115.2,47.05,48.4,48.4,46.75,-3.03,1.25,0.5,-0.75,107.01,797.29,0.03,587.5,1.17,1
2013-04-15,29150,1131.1,88.71,90.95,90.98,87.2,-2.83,2.75,0.25,-2.5,81.75,422.67,-2.53,82.4,-8.46,1
2016-07-15,32700,1141.8,45.95,45.52,46.33,45.05,0.59,1.25,0.5,-0.75,107.01,723.64,-0.08,664.2,1.06,-1
2019-02-18,74700,1127.7,56.27,56.33,56.73,56.12,-0.11,1.75,2.5,0.75,132.76,1349.835,0.17,3896.0,6.33,1
2018-09-20,79100,1123.0,70.8,71.39,71.81,70.73,-0.45,1.5,2.0,0.5,227.06,1387.67,1.17,6489.2,1.55,1
2017-01-24,51600,1166.7,53.18,52.86,53.56,52.67,0.82,1.25,0.75,-0.5,121.57,942.41,2.02,893.8,-3.01,1
2012-12-28,25750,1072.5,90.8,91.15,91.49,90.32,-0.08,2.75,0.25,-2.5,76.2,376.87,-0.71,13.4,0.0,0
2019-09-30,82200,1201.3,54.07,56.54,56.57,53.98,-3.29,1.5,2.0,0.5,170.23,1558.75,1.03,8284.3,2.92,1
2010-09-15,21000,1161.4,76.02,76.64,76.65,74.66,-1.02,2.25,0.25,-2.0,91.77,331.64,-0.34,0.1,0.0,1
2010-08-19,22500,1173.9,74.43,75.27,76.1,73.96,-1.31,2.0,0.25,-1.75,90.74,326.42,-1.71,0.1,0.0,1
2019-05-23,68000,1194.6,57.91,61.31,61.41,57.33,-5.71,1.75,2.5,0.75,148.47,1322.84,-1.65,7852.1,2.83,-1
2010-10-05,22750,1124.1,82.82,81.37,82.99,81.15,1.66,2.25,0.25,-2.0,80.1,350.91,2.27,0.1,0.0,1
2011-07-13,24300,1066.2,98.05,96.72,99.21,96.53,0.64,3.25,0.25,-3.0,78.94,393.87,-0.28,13.9,-0.43,-1
2013-05-21,30600,1118.1,96.16,96.7,96.97,95.5,-0.57,2.75,0.25,-2.5,93.42,469.03,-0.02,122.9,0.71,-1
2017-02-22,50600,1146.8,53.59,54.26,54.6,53.35,-0.87,1.25,0.75,-0.5,123.05,990.07,-0.04,1120.5,0.13,-1
2013-08-28,27700,1115.8,110.1,109.22,112.24,109.11,1.0,2.5,0.25,-2.25,102.85,456.39,1.15,128.8,-1.93,-1
2015-07-31,37100,1166.3,47.12,48.47,48.62,46.7,-2.89,1.5,0.25,-1.25,97.82,646.29,-1.2,283.7,-1.15,2
2011-03-08,28650,1117.9,105.02,104.85,105.79,103.33,-0.4,2.75,0.25,-2.5,85.64,447.94,0.13,0.9,0.0,-1
2013-12-17,36600,1052.6,97.22,97.3,97.9,97.0,-0.27,2.5,0.25,-2.25,84.98,517.18,0.98,715.0,-5.92,-1
2020-06-25,84300,1202.9,38.72,38.05,39.23,37.08,1.87,0.75,0.25,-0.5,173.6,1961.05,0.86,9247.5,-0.59,-1
2011-09-22,21550,1147.2,80.51,84.81,85.0,79.66,-6.3,3.25,0.25,-3.0,88.13,352.78,-3.45,5.4,-3.21,-1
2019-11-26,82300,1176.2,58.41,57.92,58.56,57.76,0.69,1.25,1.75,0.5,149.88,1723.26,-0.5,7162.8,0.66,1
2020-07-10,82800,1194.5,40.55,39.58,40.77,38.54,2.35,0.5,0.25,-0.25,164.17,2069.79,-0.33,9285.1,0.53,-1
2019-10-25,82900,1171.0,56.66,56.07,56.74,55.6,0.76,1.5,2.0,0.5,161.06,1648.67,2.05,8658.3,16.65,1
2014-04-17,38050,1041.3,104.3,103.84,104.78,103.54,0.52,2.5,0.25,-2.25,91.69,578.41,1.85,502.0,-6.51,1
2010-09-30,22150,1142.0,79.97,77.91,80.18,77.55,2.71,2.25,0.25,-2.0,91.77,349.24,-0.72,0.1,0.0,1
2016-01-28,27650,1201.0,33.22,32.19,34.82,31.74,2.85,1.5,0.5,-1.0,78.93,586.85,-0.31,379.7,-3.88,0
2013-01-18,25600,1058.2,95.56,95.19,95.67,94.91,0.07,2.75,0.25,-2.5,76.2,410.64,-0.46,15.7,1.29,-1
2016-07-21,32150,1140.8,44.75,45.65,46.09,44.52,-0.42,1.25,0.5,-0.75,107.01,738.3,-0.73,664.6,0.03,1
2016-11-24,42650,1174.9,47.98,48.03,48.26,47.8,0.04,1.25,0.5,-0.75,110.76,890.14,0.16,735.3,-0.78,-1
2011-03-14,30100,1124.5,101.19,100.31,101.89,98.47,0.03,2.75,0.25,-2.5,85.64,427.17,-0.17,0.9,0.0,2
2014-11-19,47150,1098.9,74.58,74.23,75.4,73.88,-0.04,2.0,0.25,-1.75,102.6,650.18,-0.7,381.4,0.6,1
2020-08-27,79100,1187.0,43.04,43.45,43.5,42.36,-0.81,0.5,0.25,-0.25,173.84,2220.15,-1.34,11327.4,-1.18,1
2020-06-09,89800,1204.2,38.94,38.22,39.1,37.07,1.96,0.75,0.25,-0.5,173.6,1998.09,-0.03,9768.8,-0.09,-1
2014-03-25,37600,1079.7,99.19,99.43,100.25,98.8,-0.41,2.5,0.25,-2.25,99.53,584.33,0.77,562.9,-0.82,-1
2017-09-13,75700,1129.8,49.3,48.34,49.4,48.12,2.22,1.25,1.25,0.0,182.32,1122.04,0.16,3870.3,-6.94,1
2012-03-12,29600,1116.1,106.34,107.5,107.56,105.38,-0.99,3.25,0.25,-3.0,72.52,418.57,-1.01,4.9,0.0,-1
2013-02-15,25650,1084.7,95.86,97.34,97.47,95.21,-1.49,2.75,0.25,-2.5,73.77,428.5,-0.6,27.1,-0.44,-1
2016-04-12,27150,1149.2,42.17,40.35,42.25,40.09,4.48,1.5,0.5,-1.0,93.22,669.74,-0.13,424.7,0.79,0
2021-04-05,143000,1127.5,58.65,61.5,61.5,57.63,-4.56,0.5,0.25,-0.25,200.03,3305.43,2.01,58993.4,1.36,1
2020-10-20,85200,1142.2,41.46,40.65,41.7,40.25,1.54,0.5,0.25,-0.25,174.85,2385.82,0.0,11913.5,1.36,-1
2010-07-27,23500,1194.4,77.5,78.92,79.69,76.79,-1.87,2.0,0.25,-1.75,90.74,366.08,-0.93,0.1,0.0,-1
2012-09-04,21500,1131.8,95.3,96.38,97.37,94.97,-1.21,3.0,0.25,-2.75,88.11,392.82,-0.85,10.4,-1.42,1
2015-06-10,47500,1119.3,61.43,60.58,61.82,60.45,2.14,1.75,0.25,-1.5,100.95,720.94,1.31,228.8,-0.34,-1
2010-09-24,21100,1162.1,76.49,74.95,76.68,74.66,1.74,2.25,0.25,-2.0,91.77,346.14,4.0,0.1,0.0,-1
2010-10-22,24200,1126.2,81.69,80.73,82.07,80.41,1.4,2.25,0.25,-2.0,80.1,356.94,2.02,0.1,0.0,1
2018-10-16,69700,1133.4,71.92,71.72,72.29,71.02,0.2,1.5,2.25,0.75,227.06,1282.95,3.31,6705.3,0.08,-1
2011-10-07,21500,1186.6,82.98,82.57,84.0,81.36,0.47,3.25,0.25,-3.0,84.42,356.73,0.44,4.3,-9.73,1
2010-12-22,23300,1153.3,90.48,89.99,90.8,89.85,0.73,2.5,0.25,-2.25,79.06,413.09,0.03,0.3,0.0,-1
2015-10-30,30700,1142.3,46.59,45.74,47.03,45.48,1.15,1.5,0.25,-1.25,99.06,662.52,0.85,327.1,4.3,-1
2015-03-18,46250,1130.1,44.66,42.51,45.34,42.03,2.76,2.0,0.25,-1.75,102.6,718.48,0.74,255.9,-10.32,0
2010-10-14,23350,1119.5,82.69,83.23,84.12,82.21,-0.39,2.25,0.25,-2.0,80.1,354.83,-0.23,0.1,0.0,-1
2014-12-24,47800,1100.5,55.84,56.8,57.15,55.07,-2.24,2.0,0.25,-1.75,102.6,696.35,0.15,322.4,-3.83,1
